"kit_id","date","error","lat","lon","pm10_kal","pm10","pm25_kal","pm25","no2","rh","temp","pres"
"HLL_hl_device_001",2019-12-23 01:00:00,NA,52.473,4.663,12.33,13.74,2.697,3.14,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 02:00:00,NA,52.473,4.663,13.104,14.45,3.193,3.08,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 03:00:00,NA,52.473,4.663,NA,12.97,NA,3.89,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 04:00:00,NA,52.473,4.663,10.001,13.65,2.916,2.66,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 05:00:00,NA,52.473,4.663,10.412,13.74,4.061,3.07,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 06:00:00,NA,52.473,4.663,12.96,18.04,4.446,3.93,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 07:00:00,NA,52.473,4.663,13.588,17.19,4.343,4.35,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 08:00:00,NA,52.473,4.663,12.782,16.57,3.6,3.62,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 09:00:00,NA,52.473,4.663,13.072,17.2,4.248,3.58,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 10:00:00,NA,52.473,4.663,15.355,18.52,5.16,4.01,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 11:00:00,NA,52.473,4.663,16.704,19.23,4.1,4.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 12:00:00,NA,52.473,4.663,15.753,17.74,5.699,4.07,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 13:00:00,NA,52.473,4.663,14.212,18.72,5.085,4.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 14:00:00,NA,52.473,4.663,13.968,19.42,4.5,4.52,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 15:00:00,NA,52.473,4.663,16.929,20.88,5.175,4.49,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 16:00:00,NA,52.473,4.663,20.52,22.8,5.236,4.36,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 17:00:00,NA,52.473,4.663,17.6,19.96,4.788,4.17,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 18:00:00,NA,52.473,4.663,17.248,19.61,4.879,4.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 19:00:00,NA,52.473,4.663,16.56,18.45,5.96,4.01,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 20:00:00,NA,52.473,4.663,15.312,17.61,4.716,3.63,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 21:00:00,NA,52.473,4.663,16.095,18.52,4.75,3.76,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 22:00:00,NA,52.473,4.663,17.622,19.76,5.4,4.03,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-23 23:00:00,NA,52.473,4.663,16.05,21.35,5.676,4.26,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 00:00:00,NA,52.473,4.663,27.169,26.94,8.493,5.69,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 01:00:00,NA,52.473,4.663,27.057,31.09,7.006,6.17,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 02:00:00,NA,52.473,4.663,25.42,30.97,6.771,6.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 03:00:00,NA,52.473,4.663,25.631,36.09,8.64,7.25,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 04:00:00,NA,52.473,4.663,19.803,28.69,7.452,6.9,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 05:00:00,NA,52.473,4.663,22.94,37.05,10.656,14.39,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 06:00:00,NA,52.473,4.663,23.01,35.42,15.876,16.23,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 07:00:00,NA,52.473,4.663,16.958,27.84,9.191,10.12,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 08:00:00,NA,52.473,4.663,17.99,25.7,8.475,7.48,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 09:00:00,NA,52.473,4.663,13.275,22.5,6.039,6.1,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 10:00:00,NA,52.473,4.663,5.676,12.86,3.78,5.44,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 11:00:00,NA,52.473,4.663,3.744,7.77,1.755,3.85,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 12:00:00,NA,52.473,4.663,4,7.98,2.652,5.13,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 13:00:00,NA,52.473,4.663,9.381,15.91,3.977,4.12,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 14:00:00,NA,52.473,4.663,19.712,35.23,7.05,7.54,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 15:00:00,NA,52.473,4.663,26.4,43.99,10.34,9.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 16:00:00,NA,52.473,4.663,24.738,43.43,9.768,8.75,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 17:00:00,NA,52.473,4.663,19.096,34.08,8.96,7.02,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 18:00:00,NA,52.473,4.663,20.648,35.56,7.8,7.84,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 19:00:00,NA,52.473,4.663,17.936,30.35,8.33,6.97,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 20:00:00,NA,52.473,4.663,20.088,32.37,6.365,6.7,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 21:00:00,NA,52.473,4.663,22.68,37.79,7.372,7.61,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 22:00:00,NA,52.473,4.663,26.331,39.31,9.492,8.36,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-24 23:00:00,NA,52.473,4.663,24.003,38.13,10.406,8.59,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 00:00:00,NA,52.473,4.663,24.522,36.61,9.396,8.08,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 01:00:00,NA,52.473,4.663,13.2,26.44,6.72,5.95,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 02:00:00,NA,52.473,4.663,11.11,20.16,4.935,4.66,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 03:00:00,NA,52.473,4.663,11.62,16.55,4.48,4.04,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 04:00:00,NA,52.473,4.663,12.81,18.31,6.55,4.97,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 05:00:00,NA,52.473,4.663,10.54,16.97,4.758,3.87,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 06:00:00,NA,52.473,4.663,6.72,8.38,1.328,1.6,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 07:00:00,NA,52.473,4.663,5.85,9,1.36,1.68,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 08:00:00,NA,52.473,4.663,7.802,9.41,2.567,1.7,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 09:00:00,NA,52.473,4.663,8.769,11.06,3.024,2.1,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 10:00:00,NA,52.473,4.663,13.59,15.06,4.991,3.08,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 11:00:00,NA,52.473,4.663,10.58,11.49,2.967,2.34,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 12:00:00,NA,52.473,4.663,6.882,6.15,1.86,1.17,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 13:00:00,NA,52.473,4.663,8.625,7.47,2.184,1.28,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 14:00:00,NA,52.473,4.663,9.831,8.71,2.325,1.54,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 15:00:00,NA,52.473,4.663,9.844,9.23,2.376,1.78,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 16:00:00,NA,52.473,4.663,10.9,10.95,2.04,2.05,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 17:00:00,NA,52.473,4.663,11.336,10.93,2.373,2.14,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 18:00:00,NA,52.473,4.663,11.016,10.81,2.832,2.38,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 19:00:00,NA,52.473,4.663,8.827,9.14,2.14,2.04,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 20:00:00,NA,52.473,4.663,8.208,7.61,1.625,1.3,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 21:00:00,NA,52.473,4.663,6.768,7.16,1.819,1.72,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 22:00:00,NA,52.473,4.663,7.912,8.59,3.472,2.79,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-25 23:00:00,NA,52.473,4.663,5.978,6.1,1.596,1.36,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 00:00:00,NA,52.473,4.663,5.655,6.45,1.456,1.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 01:00:00,NA,52.473,4.663,7.119,6.28,2.04,1.74,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 02:00:00,NA,52.473,4.663,5.6,5.6,1.456,1.39,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 03:00:00,NA,52.473,4.663,4.8,5,1.16,0.99,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 04:00:00,NA,52.473,4.663,6.138,6.23,1.365,1.34,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 05:00:00,NA,52.473,4.663,7.14,8.54,1.562,2.24,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 06:00:00,NA,52.473,4.663,8.475,11.26,2.925,3.9,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 07:00:00,NA,52.473,4.663,10.368,14.43,5.208,8.36,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 08:00:00,NA,52.473,4.663,10.624,16.63,7.82,11.53,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 09:00:00,NA,52.473,4.663,8.344,14.94,4.9,9.99,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 10:00:00,NA,52.473,4.663,9.69,18.97,7.228,13.87,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 11:00:00,NA,52.473,4.663,15.95,29.02,13.572,23.35,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 12:00:00,NA,52.473,4.663,18.755,34.06,17.485,26.95,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 13:00:00,NA,52.473,4.663,16.579,28.13,15.762,22.21,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 14:00:00,NA,52.473,4.663,17.236,27.78,14.144,20.79,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 15:00:00,NA,52.473,4.663,14.4,23.99,13.275,17.68,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 16:00:00,NA,52.473,4.663,14.204,21.21,11.7,15.57,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 17:00:00,NA,52.473,4.663,15.549,21.34,12.403,15.69,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 18:00:00,NA,52.473,4.663,12.12,20.22,12.15,15.01,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 19:00:00,NA,52.473,4.663,12.53,17.85,10.624,12.79,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 20:00:00,NA,52.473,4.663,13.774,19.36,10.665,13.53,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 21:00:00,NA,52.473,4.663,13.53,20.54,11.928,14.21,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 22:00:00,NA,52.473,4.663,12.11,17.33,9.877,11.94,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-26 23:00:00,NA,52.473,4.663,10.309,16.94,8.468,11.62,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 00:00:00,NA,52.473,4.663,8.976,20.37,9.246,13.82,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 01:00:00,NA,52.473,4.663,11.124,30.93,10.5,20.96,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 02:00:00,NA,52.473,4.663,15.678,40.2,11.968,27.16,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 03:00:00,NA,52.473,4.663,NA,51.16,NA,32.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 04:00:00,NA,52.473,4.663,15.799,42.66,13.344,27.82,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 05:00:00,NA,52.473,4.663,15.308,35.6,14.701,24.14,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 06:00:00,NA,52.473,4.663,12.768,33.6,12.996,22.8,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 07:00:00,NA,52.473,4.663,12.802,34.62,14.213,23.34,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 08:00:00,NA,52.473,4.663,15.222,35.42,15.906,24.15,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 09:00:00,NA,52.473,4.663,14.44,36.06,14.762,24.21,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 10:00:00,NA,52.473,4.663,13.489,28.68,12.992,20.33,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 11:00:00,NA,52.473,4.663,14.03,22.97,11.56,17.02,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 12:00:00,NA,52.473,4.663,10.224,14.41,8.736,10.4,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 13:00:00,NA,52.473,4.663,8.778,11.38,7.326,7.38,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 14:00:00,NA,52.473,4.663,8.5,8.46,6.325,5.52,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 15:00:00,NA,52.473,4.663,8.528,8.24,5.661,5.1,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 16:00:00,NA,52.473,4.663,8.148,8.37,5.049,5.08,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 17:00:00,NA,52.473,4.663,8.856,8.22,4.717,5.28,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 18:00:00,NA,52.473,4.663,9.207,9.31,5.355,6.35,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 19:00:00,NA,52.473,4.663,9.435,11.14,7.304,8.29,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 20:00:00,NA,52.473,4.663,11.096,15.24,8.584,11.59,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 21:00:00,NA,52.473,4.663,16.013,23.9,13.064,18.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 22:00:00,NA,52.473,4.663,22.32,36,20.202,27.27,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-27 23:00:00,NA,52.473,4.663,24.24,40.36,23.625,31.53,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 00:00:00,NA,52.473,4.663,25.404,34.76,28.512,26.37,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 01:00:00,NA,52.473,4.663,19.955,30.7,18.486,23.37,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 02:00:00,NA,52.473,4.663,14.728,26.28,13.93,19.87,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 03:00:00,NA,52.473,4.663,13.181,26.91,13.266,20.13,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 04:00:00,NA,52.473,4.663,14.651,29.86,15.33,21.91,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 05:00:00,NA,52.473,4.663,13.478,29.31,13.516,21.82,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 06:00:00,NA,52.473,4.663,14.899,31.74,15.444,23.35,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 07:00:00,NA,52.473,4.663,15.827,32.3,14.457,23.71,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 08:00:00,NA,52.473,4.663,17.493,34.29,16.698,25.31,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 09:00:00,NA,52.473,4.663,16.368,37.2,17.81,27.35,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 10:00:00,NA,52.473,4.663,17.5,35.01,18.936,26.28,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 11:00:00,NA,52.473,4.663,19.32,32.16,20.088,24.78,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 12:00:00,NA,52.473,4.663,21.07,30.11,21.33,23.7,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 13:00:00,NA,52.473,4.663,25.6,31.97,25.245,25.48,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 14:00:00,NA,52.473,4.663,25.795,33.47,26.829,27.14,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 15:00:00,NA,52.473,4.663,26.91,34.47,26.32,28.04,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 16:00:00,NA,52.473,4.663,28.536,34.84,25.392,27.64,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 17:00:00,NA,52.473,4.663,21.516,32.6,20.514,26.27,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 18:00:00,NA,52.473,4.663,20.522,33.1,20.097,26.07,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 19:00:00,NA,52.473,4.663,22.387,36.67,20.794,28.07,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 20:00:00,NA,52.473,4.663,21.065,38.31,22.648,29.81,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 21:00:00,NA,52.473,4.663,23.655,41.49,22.922,31.44,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 22:00:00,NA,52.473,4.663,23.128,41.28,23.014,31.15,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-28 23:00:00,NA,52.473,4.663,20.874,42.63,21.528,31.25,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 00:00:00,NA,52.473,4.663,25.254,41.36,26.752,30.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 01:00:00,NA,52.473,4.663,20.16,42.03,21.655,30.5,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 02:00:00,NA,52.473,4.663,21.777,42.74,22.718,30.72,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 03:00:00,NA,52.473,4.663,20.736,43.21,22.338,30.62,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 04:00:00,NA,52.473,4.663,21.45,42.93,22.63,30.99,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 08:00:00,NA,52.473,4.663,18.528,38.65,21.528,27.63,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 09:00:00,NA,52.473,4.663,20.748,36.42,20.292,26.66,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 10:00:00,NA,52.473,4.663,22.242,33.67,21.328,24.84,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 11:00:00,NA,52.473,4.663,22.04,29.01,22.644,22.22,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 12:00:00,NA,52.473,4.663,22.525,26.51,21.73,20.53,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 13:00:00,NA,52.473,4.663,23.76,24.04,21.896,18.42,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 14:00:00,NA,52.473,4.663,22.2,22.25,19.203,17.3,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 15:00:00,NA,52.473,4.663,21.424,20.78,21.027,16.31,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 16:00:00,NA,52.473,4.663,19.776,20.64,18.998,16.08,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 17:00:00,NA,52.473,4.663,19.4,19.4,17.442,15.33,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 18:00:00,NA,52.473,4.663,21.73,20.54,18.096,15.56,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 19:00:00,NA,52.473,4.663,20.482,20.94,18.172,15.39,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 20:00:00,NA,52.473,4.663,21.708,20.05,17.818,15.07,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 21:00:00,NA,52.473,4.663,21.614,20.2,18.15,15.02,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 22:00:00,NA,52.473,4.663,21.534,19.42,19.32,14.01,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-29 23:00:00,NA,52.473,4.663,20.24,18.37,17.424,13.22,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 00:00:00,NA,52.473,4.663,21.06,18.01,19.177,12.7,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 01:00:00,NA,52.473,4.663,18,15.03,15.052,10.57,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 02:00:00,NA,52.473,4.663,16.704,14.42,13.362,10.25,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 03:00:00,NA,52.473,4.663,16.614,14.21,15.9,10,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 04:00:00,NA,52.473,4.663,13.764,11.06,11.076,7.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 05:00:00,NA,52.473,4.663,16,12.75,9.6,7.45,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 06:00:00,NA,52.473,4.663,18.36,15.26,12.33,8.97,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 07:00:00,NA,52.473,4.663,20.608,16.05,12.416,9.69,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 08:00:00,NA,52.473,4.663,19.09,16.65,13.44,10.48,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 10:00:00,NA,52.473,4.663,20.496,16.83,13.566,11.39,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 11:00:00,NA,52.473,4.663,23.862,19.35,15.004,12.11,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 12:00:00,NA,52.473,4.663,25.74,19.52,17.608,12.38,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 13:00:00,NA,52.473,4.663,25.414,19.37,18.724,12.42,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 14:00:00,NA,52.473,4.663,25.134,17.71,14.097,11.14,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 15:00:00,NA,52.473,4.663,24.871,18.66,15.18,11.47,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 16:00:00,NA,52.473,4.663,25.65,18.97,16.2,12.03,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 17:00:00,NA,52.473,4.663,24.252,18.8,14.706,11.44,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 18:00:00,NA,52.473,4.663,28.47,21.92,16.64,12.96,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 19:00:00,NA,52.473,4.663,35.028,27.75,22.12,15.78,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 20:00:00,NA,52.473,4.663,37.278,32.72,23.368,18.4,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 21:00:00,NA,52.473,4.663,45.375,37.45,23.688,18.79,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 22:00:00,NA,52.473,4.663,34.711,33.67,11.663,10.91,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-30 23:00:00,NA,52.473,4.663,25.08,28.46,11.99,10.94,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 00:00:00,NA,52.473,4.663,22.54,24.46,12.84,10.65,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 01:00:00,NA,52.473,4.663,16.38,23.45,6.664,9.78,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 02:00:00,NA,52.473,4.663,18.576,25.84,6.7,9.99,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 03:00:00,NA,52.473,4.663,NA,31.45,NA,13.3,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 04:00:00,NA,52.473,4.663,15.087,32.11,6.75,13.48,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 05:00:00,NA,52.473,4.663,18,30.02,4.888,9.36,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 06:00:00,NA,52.473,4.663,15.708,23.82,5.148,5.2,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 07:00:00,NA,52.473,4.663,12.208,21.81,3.772,4.09,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 08:00:00,NA,52.473,4.663,14.272,22.26,3.268,4.28,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 09:00:00,NA,52.473,4.663,16.416,22.78,4.032,4.17,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 10:00:00,NA,52.473,4.663,16.259,22.94,4.005,4.48,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 11:00:00,NA,52.473,4.663,16.354,22.09,4.277,4.74,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 12:00:00,NA,52.473,4.663,19.712,22.37,5.88,5.63,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 13:00:00,NA,52.473,4.663,20.608,22.36,6.864,4.83,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 14:00:00,NA,52.473,4.663,19.313,21.67,6.394,4.59,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 15:00:00,NA,52.473,4.663,21.109,20.93,7.36,4.59,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 16:00:00,NA,52.473,4.663,20.188,20.58,4.83,4.18,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 17:00:00,NA,52.473,4.663,19.762,24.08,5.4,5.41,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 18:00:00,NA,52.473,4.663,15.176,27.12,7.52,9.38,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 19:00:00,NA,52.473,4.663,38.763,53.15,26.319,28.29,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 20:00:00,NA,52.473,4.663,44.086,65.82,34.191,39.29,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 21:00:00,NA,52.473,4.663,81.12,124.81,68.414,86.56,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 22:00:00,NA,52.473,4.663,70.016,109.37,39.824,52.4,NA,NA,NA,NA
"HLL_hl_device_001",2019-12-31 23:00:00,NA,52.473,4.663,93.432,137.45,81.84,87.96,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 00:00:00,NA,52.473,4.663,60.395,128.54,49.64,68.01,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 01:00:00,NA,52.473,4.663,51.382,111.71,44.655,68.67,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 03:00:00,NA,52.473,4.663,250.74,238.75,179.088,172.18,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 04:00:00,NA,52.473,4.663,136.286,164.21,88.727,106.91,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 05:00:00,NA,52.473,4.663,156.815,198.53,124.896,130.11,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 06:00:00,NA,52.473,4.663,180.096,214.37,128.719,132.68,NA,NA,NA,NA
"HLL_hl_device_001",2020-01-01 07:00:00,NA,52.473,4.663,85.232,152.25,70.875,94.54,NA,NA,NA,NA
