"station_nummer","wd","ws","temp","rh","date","station_code"
257,NA,NA,6.7,73,2020-01-06 10:00:00,"KNMI257"
257,NA,NA,6.6,75,2020-01-06 11:00:00,"KNMI257"
257,NA,NA,6.2,70,2020-01-06 12:00:00,"KNMI257"
257,NA,NA,7.3,67,2020-01-06 13:00:00,"KNMI257"
257,NA,NA,7.1,67,2020-01-06 14:00:00,"KNMI257"
257,NA,NA,6.8,70,2020-01-06 15:00:00,"KNMI257"
257,NA,NA,6,75,2020-01-06 16:00:00,"KNMI257"
257,NA,NA,6.1,72,2020-01-06 17:00:00,"KNMI257"
257,NA,NA,6.2,73,2020-01-06 18:00:00,"KNMI257"
257,NA,NA,6.9,77,2020-01-06 19:00:00,"KNMI257"
257,NA,NA,6.9,82,2020-01-06 20:00:00,"KNMI257"
257,NA,NA,6.9,85,2020-01-06 21:00:00,"KNMI257"
257,NA,NA,7,91,2020-01-06 22:00:00,"KNMI257"
257,NA,NA,7.7,96,2020-01-06 23:00:00,"KNMI257"
257,NA,NA,8,92,2020-01-07 00:00:00,"KNMI257"
257,NA,NA,7.9,92,2020-01-07 01:00:00,"KNMI257"
257,NA,NA,7.7,91,2020-01-07 02:00:00,"KNMI257"
257,NA,NA,7.5,91,2020-01-07 03:00:00,"KNMI257"
257,NA,NA,7.5,90,2020-01-07 04:00:00,"KNMI257"
257,NA,NA,7.3,91,2020-01-07 05:00:00,"KNMI257"
257,NA,NA,7.2,90,2020-01-07 06:00:00,"KNMI257"
257,NA,NA,7.3,91,2020-01-07 07:00:00,"KNMI257"
257,NA,NA,6.9,91,2020-01-07 08:00:00,"KNMI257"
257,NA,NA,7.5,92,2020-01-07 09:00:00,"KNMI257"
257,NA,NA,8,91,2020-01-07 10:00:00,"KNMI257"
257,NA,NA,8.1,90,2020-01-07 11:00:00,"KNMI257"
257,NA,NA,7.6,92,2020-01-07 12:00:00,"KNMI257"
257,NA,NA,8.8,84,2020-01-07 13:00:00,"KNMI257"
257,NA,NA,8.6,87,2020-01-07 14:00:00,"KNMI257"
257,NA,NA,8.9,86,2020-01-07 15:00:00,"KNMI257"
257,NA,NA,8.6,86,2020-01-07 16:00:00,"KNMI257"
257,NA,NA,8.4,84,2020-01-07 17:00:00,"KNMI257"
257,NA,NA,8,83,2020-01-07 18:00:00,"KNMI257"
257,NA,NA,8.2,82,2020-01-07 19:00:00,"KNMI257"
257,NA,NA,8.3,79,2020-01-07 20:00:00,"KNMI257"
257,NA,NA,8.4,84,2020-01-07 21:00:00,"KNMI257"
257,NA,NA,8.4,91,2020-01-07 22:00:00,"KNMI257"
257,NA,NA,9.3,92,2020-01-07 23:00:00,"KNMI257"
257,NA,NA,9.8,92,2020-01-08 00:00:00,"KNMI257"
257,NA,NA,10,94,2020-01-08 01:00:00,"KNMI257"
257,NA,NA,10,95,2020-01-08 02:00:00,"KNMI257"
257,NA,NA,10,96,2020-01-08 03:00:00,"KNMI257"
257,NA,NA,9.8,97,2020-01-08 04:00:00,"KNMI257"
257,NA,NA,9.6,97,2020-01-08 05:00:00,"KNMI257"
257,NA,NA,9.2,98,2020-01-08 06:00:00,"KNMI257"
257,NA,NA,9.6,97,2020-01-08 07:00:00,"KNMI257"
257,NA,NA,9.3,97,2020-01-08 08:00:00,"KNMI257"
257,NA,NA,9.2,97,2020-01-08 09:00:00,"KNMI257"
257,NA,NA,9.3,96,2020-01-08 10:00:00,"KNMI257"
257,NA,NA,9.4,96,2020-01-08 11:00:00,"KNMI257"
257,NA,NA,9.3,96,2020-01-08 12:00:00,"KNMI257"
257,NA,NA,9.4,95,2020-01-08 13:00:00,"KNMI257"
257,NA,NA,9.7,92,2020-01-08 14:00:00,"KNMI257"
257,NA,NA,9,93,2020-01-08 15:00:00,"KNMI257"
257,NA,NA,9.3,93,2020-01-08 16:00:00,"KNMI257"
257,NA,NA,9.2,91,2020-01-08 17:00:00,"KNMI257"
257,NA,NA,8.8,94,2020-01-08 18:00:00,"KNMI257"
257,NA,NA,8.6,96,2020-01-08 19:00:00,"KNMI257"
257,NA,NA,8.5,96,2020-01-08 20:00:00,"KNMI257"
257,NA,NA,8.3,98,2020-01-08 21:00:00,"KNMI257"
257,NA,NA,8.3,95,2020-01-08 22:00:00,"KNMI257"
257,NA,NA,8.2,95,2020-01-08 23:00:00,"KNMI257"
257,NA,NA,8.5,96,2020-01-09 00:00:00,"KNMI257"
