"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49704",2019-12-28 07:00:00,0.8,NA,NA,9.4,NA,24.5,24.4,36.6,2.3,0.5,0.7
"NL49704",2019-12-28 06:00:00,0.8,NA,NA,12,NA,25.9,25.6,38.5,1.3,0.3,0.5
"NL49704",2019-12-28 05:00:00,0.8,NA,NA,9.1,NA,26.6,20.1,38.5,1.1,0.3,0.5
"NL49704",2019-12-28 04:00:00,0.4,NA,NA,2.9,NA,22,21.6,32.6,1.3,0.2,0.5
"NL49704",2019-12-28 03:00:00,0.5,NA,NA,3.5,NA,19.1,22.1,23.7,0.9,0.2,0.4
"NL49704",2019-12-28 02:00:00,0.6,NA,NA,0.3,NA,20.5,17,23.3,1.2,0.2,0.5
"NL49704",2019-12-28 01:00:00,0.7,NA,NA,9.8,NA,18,19.6,25,0.7,0.1,0.4
"NL49704",2019-12-28 00:00:00,0.5,NA,NA,1.4,NA,17.5,20.3,26.9,1.3,0.2,0.7
"NL49704",2019-12-27 23:00:00,0.5,NA,NA,3.2,NA,27.2,25.1,35.3,1.1,0.2,0.7
"NL49704",2019-12-27 22:00:00,0.4,NA,NA,4.9,NA,21.7,20.9,33,0.7,0.1,0.4
"NL49704",2019-12-27 21:00:00,0.3,NA,NA,1.6,NA,17.8,20.2,30.7,0.6,0.1,0.3
"NL49704",2019-12-27 20:00:00,0.4,NA,NA,1.4,NA,16.7,12.1,33.5,0.8,0.1,0.3
"NL49704",2019-12-27 19:00:00,0.5,NA,NA,3.4,NA,11.6,12.8,38.1,1.4,0.2,0.4
"NL49704",2019-12-27 18:00:00,0.4,NA,NA,2.8,NA,10.3,8.9,38,2.6,0.3,0.4
"NL49704",2019-12-27 17:00:00,0.4,NA,NA,3.1,NA,8.1,5.6,32.5,0.9,0.1,0.4
"NL49704",2019-12-27 16:00:00,0.5,NA,NA,1.2,NA,8.7,7.5,22.1,0.5,0.1,0.3
"NL49704",2019-12-27 15:00:00,0.5,NA,NA,1.7,NA,10.2,7.8,15.7,0.5,0.1,0.2
"NL49704",2019-12-27 14:00:00,0.6,NA,NA,2.5,NA,8.8,8.4,14.9,0.4,0.1,0.2
"NL49704",2019-12-27 13:00:00,0.5,NA,NA,3.5,NA,9.6,8.3,14.9,0.3,0.1,0.2
"NL49704",2019-12-27 12:00:00,0.4,NA,NA,3.2,NA,11,16.5,13.5,0.4,0.1,0.2
"NL49704",2019-12-27 11:00:00,0.4,NA,NA,3.5,NA,11.9,13.7,13.5,0.4,0.1,0.3
"NL49704",2019-12-27 10:00:00,0.4,NA,NA,5.8,NA,17.5,13.9,17.6,0.7,0.1,0.5
"NL49704",2019-12-27 09:00:00,0.3,NA,NA,5.1,NA,20.2,16.3,19.5,0.6,0.1,0.5
"NL49704",2019-12-27 08:00:00,0.2,NA,NA,5.2,NA,23.2,17.7,20.4,0.5,0.1,0.3
"NL49704",2019-12-27 07:00:00,0.1,NA,NA,2.8,NA,20.5,17.7,17.5,0.4,0.1,0.3
"NL49704",2019-12-27 06:00:00,0.1,NA,NA,1.3,NA,19.7,16.7,13,0.4,0.1,0.3
"NL49704",2019-12-27 05:00:00,0.3,NA,NA,0.5,NA,16.7,17.1,11.8,0.4,0.1,0.3
"NL49704",2019-12-27 04:00:00,0.2,NA,NA,0.4,NA,21,20.6,15.4,0.6,0.1,0.4
"NL49704",2019-12-27 03:00:00,0,NA,NA,0.9,NA,14.6,21.5,20,0.7,0.1,0.4
"NL49704",2019-12-27 02:00:00,0,NA,NA,0.7,NA,16.2,22.4,22.7,0.6,0.1,0.4
"NL49704",2019-12-27 01:00:00,0.1,NA,NA,0.1,NA,13.7,14.9,19,0.6,0.1,0.4
"NL49704",2019-12-27 00:00:00,0,NA,NA,1.9,NA,17,15.3,25.6,0.7,0.1,0.5
"NL49704",2019-12-26 23:00:00,0,NA,NA,0.6,NA,12,15.3,20.2,0.7,0.1,0.4
"NL49704",2019-12-26 22:00:00,0,NA,NA,1.3,NA,18.6,16.3,21.3,0.7,0.1,0.4
"NL49704",2019-12-26 21:00:00,0.1,NA,NA,4.8,NA,15.8,12.8,23.1,0.7,0.1,0.4
"NL49704",2019-12-26 20:00:00,0.1,NA,NA,1.4,NA,22.4,14.6,23.8,0.9,0.2,0.4
"NL49704",2019-12-26 19:00:00,0,NA,NA,1.1,NA,19.2,18.2,22.7,1.1,0.2,0.5
"NL49704",2019-12-26 18:00:00,0.2,NA,NA,0,NA,11.3,14.6,24.7,2.4,0.4,0.6
"NL49704",2019-12-26 17:00:00,0.2,NA,NA,2.3,NA,19.7,16.8,31.4,2.9,0.5,0.7
"NL49704",2019-12-26 16:00:00,0.3,NA,NA,2,NA,22.3,16.1,34.4,1.3,0.2,0.5
"NL49704",2019-12-26 15:00:00,0.5,NA,NA,1.7,NA,18,18.7,34.2,3.1,0.6,0.8
"NL49704",2019-12-26 14:00:00,0.6,NA,NA,2.7,NA,18,18.7,33.1,2.3,0.4,0.6
"NL49704",2019-12-26 13:00:00,0.9,NA,NA,5.1,NA,21.3,17,28.1,4.1,0.8,0.6
"NL49704",2019-12-26 12:00:00,0.7,NA,NA,7.5,NA,24.9,21.5,31.7,4.8,1.2,0.8
"NL49704",2019-12-26 11:00:00,0.8,NA,NA,8.8,NA,24.1,20.6,27,5.2,1.7,1.3
"NL49704",2019-12-26 10:00:00,0.4,NA,NA,8.2,NA,21,19.7,26.8,5,1.6,1.2
"NL49704",2019-12-26 09:00:00,0.4,NA,NA,11.5,NA,15.3,10,46.9,5.5,1.3,1.4
"NL49704",2019-12-26 08:00:00,0.9,NA,NA,26.3,NA,12.8,17.6,56.7,10,1.3,3.4
"NL49704",2019-12-26 07:00:00,0.7,NA,NA,22.3,NA,16.4,12,61.7,5.4,1.2,1.6
"NL49704",2019-12-26 06:00:00,0.2,NA,NA,5.3,NA,17.1,10.9,40.8,7.4,1.3,2.4
"NL49704",2019-12-26 05:00:00,0.3,NA,NA,10.6,NA,16.1,11.3,33.1,8.2,0.7,2.6
"NL49704",2019-12-26 04:00:00,0.2,NA,NA,0.6,NA,15.7,8,13,3.1,0.3,1.2
"NL49704",2019-12-26 03:00:00,0.1,NA,NA,0.5,NA,15.3,8.8,28.7,1.4,0.2,0.6
"NL49704",2019-12-26 02:00:00,0.1,NA,NA,3.3,NA,12.5,10,39.1,1.6,0.2,0.9
"NL49704",2019-12-26 01:00:00,0.3,NA,NA,1.9,NA,11.1,7,24.6,1.6,0.2,1.5
"NL49704",2019-12-26 00:00:00,0.2,NA,NA,3.1,NA,9.9,7.6,39.1,0.3,0.1,0.3
"NL49704",2019-12-25 23:00:00,0.4,NA,NA,3.9,NA,9.2,7.8,19.8,0.3,0.1,0.4
"NL49704",2019-12-25 22:00:00,0.1,NA,NA,-0.1,NA,11.7,8.7,7.3,6.9,1.2,11.2
"NL49704",2019-12-25 21:00:00,0.5,NA,NA,0.4,NA,9.4,9.1,31.4,6.7,0.7,14.7
"NL49704",2019-12-25 20:00:00,0.3,NA,NA,-0.3,NA,7.7,6.9,24.4,0.2,0.1,0.2
"NL49704",2019-12-25 19:00:00,0.3,NA,NA,2.7,NA,12.1,6.8,35.2,0.3,0.1,0.3
"NL49704",2019-12-25 18:00:00,0.5,NA,NA,0,NA,13.1,7.5,8.2,0.3,0.1,0.3
"NL49704",2019-12-25 17:00:00,0,NA,NA,-0.5,NA,16.2,6.4,5.6,0.2,0,0.2
"NL49704",2019-12-25 16:00:00,-0.1,NA,NA,-0.3,NA,10.2,4.6,3.3,0.1,0,0.1
"NL49704",2019-12-25 15:00:00,0,NA,NA,-0.2,NA,10.4,5,4.7,0.2,0,0.1
"NL49704",2019-12-25 14:00:00,-0.2,NA,NA,-0.4,NA,9.9,6.2,2.5,0.1,0,0
"NL49704",2019-12-25 13:00:00,-0.3,NA,NA,0,NA,9,5.8,1.1,0.1,0,0
"NL49704",2019-12-25 12:00:00,-0.1,NA,NA,0,NA,7.6,2.2,1.9,0.1,0,0
"NL49704",2019-12-25 11:00:00,-0.1,NA,NA,-0.3,NA,10.8,3.3,1.4,0.1,0,0.1
"NL49704",2019-12-25 10:00:00,-0.1,NA,NA,0,NA,12.2,5.3,2,0.1,0,0.1
"NL49704",2019-12-25 09:00:00,-0.2,NA,NA,-0.3,NA,9.4,2.6,2.5,0.1,0,0
"NL49704",2019-12-25 08:00:00,-0.2,NA,NA,-0.3,NA,7.1,4.2,1.9,0.1,0,0
"NL49704",2019-12-25 07:00:00,-0.1,NA,NA,-0.2,NA,6.5,6.8,2.4,0.1,0,0
"NL49704",2019-12-25 06:00:00,-0.2,NA,NA,-0.3,NA,7.7,5.6,1.6,0.1,0,0.1
"NL49704",2019-12-25 05:00:00,-0.3,NA,NA,-0.3,NA,9.8,7.2,2.2,0.2,0.1,0.1
"NL49704",2019-12-25 04:00:00,0,NA,NA,0.2,NA,10.6,7.2,9.9,0.2,0.1,0.2
"NL49704",2019-12-25 03:00:00,-0.2,NA,NA,0,NA,10.9,6.7,7.7,0.2,0.1,0
"NL49704",2019-12-25 02:00:00,-0.1,NA,NA,2.5,NA,16.1,10.9,10.1,0.2,0.1,0.1
"NL49704",2019-12-25 01:00:00,0,NA,NA,6.2,NA,17.3,11,26.5,0.2,0.1,0.2
"NL49704",2019-12-25 00:00:00,-0.2,NA,NA,1.2,NA,20,9.6,9.1,0.2,0.1,0.2
"NL49704",2019-12-24 23:00:00,-0.1,NA,NA,0.8,NA,14.2,12.4,7.3,0.2,0.1,0.2
"NL49704",2019-12-24 22:00:00,0,NA,NA,7.5,NA,25,13.5,18.2,0.2,0.1,0.1
"NL49704",2019-12-24 21:00:00,-0.3,NA,NA,0.4,NA,19.3,12.1,10.6,0.3,0.1,0.1
"NL49704",2019-12-24 20:00:00,-0.1,NA,NA,0,NA,20.9,15.8,14.3,0.4,0.1,0.2
"NL49704",2019-12-24 19:00:00,0,NA,NA,2.2,NA,22.8,8.7,11.7,0.2,0.2,0.1
"NL49704",2019-12-24 18:00:00,-0.1,NA,NA,6.7,NA,11.6,7.5,10,0.2,0.2,0
"NL49704",2019-12-24 17:00:00,-0.2,NA,NA,NA,NA,NA,9,8.9,0.3,0.3,NA
"NL49704",2020-01-06 00:00:00,0.5,NA,NA,8.9,NA,NA,11.1,26.6,NA,NA,NA
"NL49704",2020-01-05 23:00:00,0.4,NA,NA,3.9,NA,NA,6.5,29.9,0.4,0.1,0.3
"NL49704",2020-01-05 22:00:00,0.2,NA,NA,7.8,NA,NA,7.4,31.7,0.3,0.1,0.3
"NL49704",2020-01-05 21:00:00,0.1,NA,NA,0.8,NA,NA,8.7,21.1,0.3,0.1,0.3
"NL49704",2020-01-05 20:00:00,0.2,NA,NA,2.6,NA,NA,7.9,16.7,0.3,0.1,0.3
"NL49704",2020-01-05 19:00:00,0.2,NA,NA,4.9,NA,NA,7.7,19.4,0.3,0.1,0.2
"NL49704",2020-01-05 18:00:00,0.4,NA,NA,12.2,NA,NA,4.4,18.8,0.3,0.1,0.3
"NL49704",2020-01-05 17:00:00,0.5,NA,NA,7.9,NA,NA,7.1,19.7,1.2,0.2,0.7
"NL49704",2020-01-05 16:00:00,0.2,NA,NA,3,NA,NA,9.1,21.8,1.7,0.2,1.3
"NL49704",2020-01-05 15:00:00,0.3,NA,NA,5.8,NA,NA,8.8,27.1,1.3,0.2,0.8
"NL49704",2020-01-05 14:00:00,0.4,NA,NA,2.2,NA,NA,9.2,25.8,6.6,0.4,2.5
"NL49704",2020-01-05 13:00:00,0.4,NA,NA,4.9,NA,NA,5.8,21.7,1.1,0.1,0.9
"NL49704",2020-01-05 12:00:00,0.5,NA,NA,5.6,NA,NA,7.4,27.4,1.2,0.2,0.7
"NL49704",2020-01-05 11:00:00,0.5,NA,NA,8,NA,NA,10.6,31.9,0.9,0.1,0.5
"NL49704",2020-01-05 10:00:00,0.4,NA,NA,6.8,NA,NA,11,34.4,0.4,0.1,0.3
"NL49704",2020-01-05 09:00:00,0.4,NA,NA,3.1,NA,NA,10.7,26.7,0.3,0.1,0.3
"NL49704",2020-01-05 08:00:00,0.4,NA,NA,3.2,NA,NA,6.4,25.8,0.4,0.1,0.6
"NL49704",2020-01-05 07:00:00,0.4,NA,NA,5.7,NA,NA,4.9,26.3,0.6,0.1,0.8
"NL49704",2020-01-05 06:00:00,0.4,NA,NA,4.9,NA,NA,9.1,28.1,0.6,0.1,0.5
"NL49704",2020-01-05 05:00:00,0.4,NA,NA,8.6,NA,NA,11.9,19.5,0.6,0.2,0.3
"NL49704",2020-01-05 04:00:00,0.4,NA,NA,0.4,NA,NA,10.2,16.7,4.6,0.6,1.3
"NL49704",2020-01-05 03:00:00,0.4,NA,NA,3.9,NA,NA,6,21.1,2.7,0.3,1
"NL49704",2020-01-05 02:00:00,0.4,NA,NA,0.5,NA,NA,3.2,14.2,0.2,0,0.2
"NL49704",2020-01-05 01:00:00,0.5,NA,NA,1.1,NA,NA,5.3,12,0.1,0,0.2
"NL49704",2020-01-05 00:00:00,0.7,NA,NA,8,NA,NA,7.9,27.5,0.1,0,0.2
"NL49704",2020-01-04 23:00:00,0.8,NA,NA,0.5,NA,NA,5.5,13,0.1,0,0.2
"NL49704",2020-01-04 22:00:00,0.9,NA,NA,0.7,NA,NA,4.3,15,0.1,0,0.4
"NL49704",2020-01-04 21:00:00,0.9,NA,NA,0.3,NA,NA,5.5,14.9,0.1,0,0.2
"NL49704",2020-01-04 20:00:00,1,NA,NA,0.1,NA,NA,5.5,5.7,0.1,0,0.2
"NL49704",2020-01-04 19:00:00,1.5,NA,NA,0.1,NA,NA,6.2,5.9,0.1,0,0.3
"NL49704",2020-01-04 18:00:00,3.8,NA,NA,0.5,NA,NA,9.5,30.1,0.2,0,0.7
"NL49704",2020-01-04 17:00:00,2.1,NA,NA,0.5,NA,NA,10.1,27.2,0.1,0,0.3
"NL49704",2020-01-04 16:00:00,2.5,NA,NA,0.7,NA,NA,11.7,30.1,0.2,0,0.4
"NL49704",2020-01-04 15:00:00,2.2,NA,NA,0.7,NA,NA,10.7,29.9,0.1,0,0.4
"NL49704",2020-01-04 14:00:00,1.3,NA,NA,0.7,NA,NA,7.1,16.6,0.1,0,0.3
"NL49704",2020-01-04 13:00:00,0.9,NA,NA,0.6,NA,NA,8.6,17.5,0.1,0,0
"NL49704",2020-01-04 12:00:00,0.5,NA,NA,5.8,NA,NA,11,16.4,0.1,0,0.1
"NL49704",2020-01-04 11:00:00,0.5,NA,NA,4.5,NA,NA,9.7,9.6,0.1,0,0
"NL49704",2020-01-04 10:00:00,0.6,NA,NA,6.6,NA,NA,8,15.1,0.1,0,0
"NL49704",2020-01-04 09:00:00,0.4,NA,NA,4.8,NA,NA,7.2,10.7,0.1,0,0.1
"NL49704",2020-01-04 08:00:00,0.3,NA,NA,1.1,NA,NA,7.1,6.6,0.1,0,0.2
"NL49704",2020-01-04 07:00:00,0.4,NA,NA,5.9,NA,NA,8.9,12.2,0.1,0,0.1
"NL49704",2020-01-04 06:00:00,0.3,NA,NA,4.9,NA,NA,11.6,14.7,0.1,0,0.2
"NL49704",2020-01-04 05:00:00,0.3,NA,NA,0.9,NA,NA,12.3,10,0.1,0,0.1
"NL49704",2020-01-04 04:00:00,0.5,NA,NA,1.3,NA,NA,9.6,8.8,0.1,0,0.2
"NL49704",2020-01-04 03:00:00,0.4,NA,NA,0.8,NA,NA,8.6,8.7,0.1,0,0.2
"NL49704",2020-01-04 02:00:00,0.6,NA,NA,0.2,NA,NA,9.2,7.1,0.1,0,0.1
"NL49704",2020-01-04 01:00:00,0.5,NA,NA,1.1,NA,NA,8.9,11.9,0.1,0,0.1
"NL49704",2020-01-04 00:00:00,0.8,NA,NA,13.2,NA,NA,8.1,26.2,0.1,0,0.1
"NL49704",2020-01-03 23:00:00,0.6,NA,NA,2.3,NA,NA,8.5,13.4,0.1,0,0
"NL49704",2020-01-03 22:00:00,0.4,NA,NA,0.2,NA,NA,9.7,9.9,0.1,0,0.6
"NL49704",2020-01-03 21:00:00,0.8,NA,NA,0.4,NA,NA,8.5,18.9,0.1,0,0.1
"NL49704",2020-01-03 20:00:00,-1,NA,NA,0.3,NA,NA,7.6,3.1,0.1,0,0.1
"NL49704",2020-01-03 19:00:00,-1.1,NA,NA,0.1,NA,NA,8.4,3.3,0.2,0,0.2
"NL49704",2020-01-03 18:00:00,-1,NA,NA,0,NA,NA,8,2.1,0.2,0,0.2
"NL49704",2020-01-03 17:00:00,-1,NA,NA,0,NA,NA,5.1,2.9,0.1,0,0.2
"NL49704",2020-01-03 16:00:00,-1.2,NA,NA,0,NA,NA,0.3,5.1,0.1,0,0.2
"NL49704",2020-01-03 15:00:00,-1.1,NA,NA,0,NA,NA,-2.1,4.3,0.1,0,0.2
"NL49704",2020-01-03 14:00:00,-1,NA,NA,0.5,NA,NA,2.6,8.3,0.2,0.1,0.6
"NL49704",2020-01-03 13:00:00,-0.9,NA,NA,4.5,NA,NA,6.7,34.1,0.2,0.1,0.3
"NL49704",2020-01-03 12:00:00,-0.8,NA,NA,6.9,NA,NA,6.3,23.5,0.2,0.1,0.2
"NL49704",2020-01-03 11:00:00,-0.9,NA,NA,5.8,NA,NA,7.5,23.5,0.4,0.1,0.3
"NL49704",2020-01-03 10:00:00,-0.7,NA,NA,4.9,NA,NA,6.1,22.5,0.3,0.2,0.2
"NL49704",2020-01-03 09:00:00,-0.6,NA,NA,7.6,NA,NA,5.1,27,0.3,1.4,0.2
"NL49704",2020-01-03 08:00:00,-0.3,NA,NA,16,NA,NA,7.8,35,0.4,0.2,0.2
"NL49704",2020-01-03 07:00:00,-0.4,NA,NA,17.1,NA,NA,9.5,42.4,0.3,0.1,0.2
"NL49704",2020-01-03 06:00:00,-0.5,NA,NA,7.2,NA,NA,9.9,26.9,0.3,0.1,0.2
"NL49704",2020-01-03 05:00:00,-0.4,NA,NA,5.4,NA,NA,16.7,19.9,0.3,0.1,0.2
"NL49704",2020-01-03 04:00:00,-0.4,NA,NA,7.6,NA,NA,17.2,22.7,0.3,0.1,0.2
"NL49704",2020-01-03 03:00:00,-0.3,NA,NA,12.1,NA,NA,11.3,27.3,0.4,0.1,0.3
"NL49704",2020-01-03 02:00:00,-0.1,NA,NA,10,NA,NA,11,22.1,0.6,0.2,0.3
"NL49704",2020-01-03 01:00:00,0,NA,NA,17.4,NA,NA,21.4,32.3,1.2,0.2,0.7
"NL49704",2020-01-03 00:00:00,-0.1,NA,NA,15.2,NA,NA,22.3,30,1.1,0.2,0.7
"NL49704",2020-01-02 23:00:00,0,NA,NA,23.7,NA,NA,18.4,34,2,0.2,1.1
"NL49704",2020-01-02 22:00:00,0,NA,NA,22.8,NA,NA,19,36.5,3,0.3,1.6
"NL49704",2020-01-02 21:00:00,-0.2,NA,NA,13.8,NA,NA,18.6,38.2,4.4,0.4,1.8
"NL49704",2020-01-02 20:00:00,-0.1,NA,NA,12.7,NA,NA,15,42.7,5.2,0.5,2.1
"NL49704",2020-01-02 19:00:00,0,NA,NA,20.1,NA,NA,16.7,39.7,5.4,0.6,2.1
"NL49704",2020-01-02 18:00:00,0.2,NA,NA,37.7,NA,NA,19.1,43.1,6.7,0.8,2.8
"NL49704",2020-01-02 17:00:00,0.1,NA,NA,33.5,NA,NA,24,41,5.7,0.8,2.5
"NL49704",2020-01-02 16:00:00,0.2,NA,NA,30.9,NA,NA,28.2,41.8,4.9,0.7,2.3
"NL49704",2020-01-02 15:00:00,0.3,NA,NA,39.2,NA,NA,33.7,38.4,4.6,0.6,2.1
"NL49704",2020-01-02 14:00:00,0,NA,NA,30.5,NA,NA,30.3,38.3,4.4,0.5,2
"NL49704",2020-01-02 13:00:00,0.2,NA,NA,36.7,NA,NA,29.7,37,2.7,0.3,1.4
"NL49704",2020-01-02 12:00:00,0.2,NA,NA,41.3,NA,NA,30.5,39.3,3.3,0.5,1.4
"NL49704",2020-01-02 11:00:00,0.1,NA,NA,33.6,NA,NA,27.9,40.1,3.8,0.4,1.7
"NL49704",2020-01-02 10:00:00,-0.1,NA,NA,22.6,NA,NA,20.8,36.8,2.9,0.3,1.4
"NL49704",2020-01-02 09:00:00,0,NA,NA,30.8,NA,NA,21.2,35.9,5,0.5,1.9
"NL49704",2020-01-02 08:00:00,-0.2,NA,NA,10.7,NA,NA,13.5,41.7,3.7,0.4,1.7
"NL49704",2020-01-02 07:00:00,-0.1,NA,NA,12,NA,NA,18,35.7,1.7,0.3,1.1
"NL49704",2020-01-02 06:00:00,-0.1,NA,NA,15.7,NA,NA,19.7,29.3,1.9,0.3,1.2
"NL49704",2020-01-02 05:00:00,-0.1,NA,NA,19.3,NA,NA,14.5,33.9,1.7,0.4,1
"NL49704",2020-01-02 04:00:00,-0.4,NA,NA,7.1,NA,NA,19.6,28.9,5.6,0.7,2.5
"NL49704",2020-01-02 03:00:00,-0.3,NA,NA,11.1,NA,NA,20.3,33,5.5,0.5,2.5
"NL49704",2020-01-02 02:00:00,-0.3,NA,NA,9.3,NA,NA,30.5,29.9,1.2,0.3,1
"NL49704",2020-01-02 01:00:00,-0.3,NA,NA,6.5,NA,NA,42.2,30.2,0.9,0.4,0.9
"NL49704",2020-01-02 00:00:00,-0.2,NA,NA,12.1,NA,NA,35.4,29.8,1.2,0.6,1
"NL49704",2020-01-01 23:00:00,-0.4,NA,NA,3.7,NA,NA,35.7,28.2,1.5,0.9,0.9
"NL49704",2020-01-01 22:00:00,-0.1,NA,NA,7.7,NA,NA,41.1,33.5,NA,NA,NA
"NL49704",2020-01-01 21:00:00,-0.3,NA,NA,8.8,NA,NA,41.6,36.1,NA,NA,NA
"NL49704",2020-01-01 20:00:00,-0.2,NA,NA,14,NA,NA,37,32.8,NA,NA,NA
"NL49704",2020-01-01 19:00:00,0,NA,NA,10.3,NA,NA,36.2,35.6,1.7,0.2,0.9
"NL49704",2020-01-01 18:00:00,0.2,NA,NA,10.4,NA,NA,44.7,34.2,2.3,0.2,1
"NL49704",2020-01-01 17:00:00,0.4,NA,NA,11.5,NA,NA,32.4,34.7,1.7,0.2,0.9
"NL49704",2020-01-01 16:00:00,0.3,NA,NA,11.1,NA,NA,34.5,39.4,1.4,0.2,0.8
"NL49704",2020-01-01 15:00:00,0.4,NA,NA,14.7,NA,NA,39.2,39.1,1.9,0.3,0.9
"NL49704",2020-01-01 14:00:00,0.2,NA,NA,11.3,NA,NA,38.7,31.4,2.1,0.2,1
"NL49704",2020-01-01 13:00:00,0.3,NA,NA,14.9,NA,NA,39.1,30.1,2.2,0.2,1
"NL49704",2020-01-01 12:00:00,0,NA,NA,12.8,NA,NA,57.6,33.7,3.2,0.3,1.4
"NL49704",2020-01-01 11:00:00,0.5,NA,NA,23,NA,NA,62.2,37.9,2.5,0.3,1.2
"NL49704",2020-01-01 10:00:00,0.2,NA,NA,12.3,NA,NA,55.1,31,2.3,0.3,1.2
"NL49704",2020-01-01 09:00:00,0.2,NA,NA,5.2,NA,NA,59.2,28.6,2.4,0.4,1.1
"NL49704",2020-01-01 08:00:00,0.2,NA,NA,5.1,NA,NA,63.9,27.1,2.7,0.4,1.5
"NL49704",2020-01-01 07:00:00,0.2,NA,NA,1.5,NA,NA,73.9,31.2,2.9,0.5,1.5
"NL49704",2020-01-01 06:00:00,0.1,NA,NA,3.5,NA,NA,92.5,30.5,2.2,0.4,1.6
"NL49704",2020-01-01 05:00:00,0,NA,NA,0.7,NA,NA,108.7,28.3,3.6,0.7,1.4
"NL49704",2020-01-01 04:00:00,0.2,NA,NA,1.5,NA,NA,105.3,28.7,3.2,0.5,2.7
"NL49704",2020-01-01 03:00:00,0.1,NA,NA,0.7,NA,NA,102.2,28.4,2.1,0.4,1.6
"NL49704",2020-01-01 02:00:00,0.1,NA,NA,0.6,NA,NA,129.7,32.6,1.7,0.4,1.2
"NL49704",2020-01-01 01:00:00,0,NA,NA,1.5,NA,NA,205.8,26.6,0.9,0.2,0.7
"NL49704",2020-01-01 00:00:00,-0.1,NA,NA,-0.3,NA,NA,74.9,17.1,1.4,0.3,0.7
"NL49704",2019-12-31 23:00:00,-0.1,NA,NA,-0.1,NA,52.3,41.7,27.7,4.4,1,1.5
"NL49704",2019-12-31 22:00:00,-0.1,NA,NA,6,NA,63,58.4,50.5,3.8,0.7,2.2
"NL49704",2019-12-31 21:00:00,0.3,NA,NA,15.8,NA,81.4,80.1,51.8,12.2,2.6,4.8
"NL49704",2019-12-31 20:00:00,0.8,NA,NA,55.5,NA,91.6,76,71.6,8,2,10.3
"NL49704",2019-12-31 19:00:00,0.4,NA,NA,43.5,NA,72.1,54.6,80.4,5.4,1.1,1.8
"NL49704",2019-12-31 18:00:00,0.1,NA,NA,26.4,NA,76.6,62.4,72.6,6.9,2,1.6
"NL49704",2019-12-31 17:00:00,-0.3,NA,NA,9.6,NA,30.2,18.5,56.2,3.6,1,0.8
"NL49704",2019-12-31 16:00:00,0,NA,NA,12.6,NA,38.7,19,46.5,4.1,1.2,1
"NL49704",2019-12-31 15:00:00,-0.1,NA,NA,7.2,NA,25.1,10.5,24.9,1,0.2,0.4
"NL49704",2019-12-31 14:00:00,0.1,NA,NA,3.4,NA,20.6,12.2,16.7,1,0.2,0.4
"NL49704",2019-12-31 13:00:00,0,NA,NA,6.2,NA,26.4,14.5,26.2,2.2,0.3,0.7
"NL49704",2019-12-31 12:00:00,-0.1,NA,NA,10.2,NA,28.4,17.1,37.7,1.6,0.3,0.6
"NL49704",2019-12-31 11:00:00,-0.1,NA,NA,9.8,NA,22.7,11.7,39.6,3.2,0.4,1
"NL49704",2019-12-31 10:00:00,0,NA,NA,21.3,NA,18.2,9.5,53.1,1.8,0.2,0.6
"NL49704",2019-12-31 09:00:00,-0.1,NA,NA,19.5,NA,17.6,7.6,49.5,2.7,0.4,0.8
"NL49704",2019-12-31 08:00:00,-0.2,NA,NA,10.8,NA,19.5,5,42.3,2.1,0.2,0.6
"NL49704",2019-12-31 07:00:00,-0.1,NA,NA,9.1,NA,14.3,6.1,29.8,0.3,0.1,0.2
"NL49704",2019-12-31 06:00:00,NA,NA,NA,0.1,NA,16.9,8.9,8.6,0.2,0.1,0.2
"NL49704",2019-12-31 05:00:00,0.4,NA,NA,-0.1,NA,19.5,10.6,4.8,0.2,0.1,0.2
"NL49704",2019-12-31 04:00:00,0.4,NA,NA,-0.3,NA,23.8,11.6,9.4,0.3,0.1,0.2
"NL49704",2019-12-31 03:00:00,0.5,NA,NA,-0.2,NA,20,NA,7.7,0.3,0.1,NA
"NL49704",2020-01-13 00:00:00,-0.3,NA,NA,5.4,NA,NA,6.8,28.4,0.6,0.2,NA
"NL49704",2020-01-12 23:00:00,-0.2,NA,NA,10.2,NA,NA,8.7,27.1,0.7,0.1,NA
"NL49704",2020-01-12 22:00:00,-0.1,NA,NA,6.5,NA,NA,5,24.4,0.1,0,NA
"NL49704",2020-01-12 21:00:00,-0.3,NA,NA,2.8,NA,NA,1.8,23.1,0.3,0.1,NA
"NL49704",2020-01-12 20:00:00,-0.1,NA,NA,16.9,NA,NA,3.4,23.4,0.2,0.1,NA
"NL49704",2020-01-12 19:00:00,-0.2,NA,NA,9,NA,NA,0.1,20.2,0.1,0,NA
"NL49704",2020-01-12 18:00:00,-0.4,NA,NA,1.1,NA,NA,1.6,12.8,0.1,0,NA
"NL49704",2020-01-12 17:00:00,-0.1,NA,NA,8.8,NA,NA,8.7,16.7,0.2,0.1,NA
"NL49704",2020-01-12 16:00:00,-0.3,NA,NA,1.7,NA,NA,8.1,10.6,0.2,0,NA
"NL49704",2020-01-12 15:00:00,-0.1,NA,NA,3,NA,NA,4.9,10.4,0.3,0.1,NA
"NL49704",2020-01-12 14:00:00,-0.2,NA,NA,1.7,NA,NA,3.6,11,0.5,0.1,NA
