"kit_id","date","lat","lon","pm10_kal","pm10","pm25_kal","pm25","rh","temp"
"HLL_hl_device_001",2020-02-07 01:00:00,52.473,4.663,23.765,24.54,12.508,10.57,NA,NA
"HLL_hl_device_001",2020-02-07 02:00:00,52.473,4.663,22.446,25.83,11.655,11.08,NA,NA
"HLL_hl_device_001",2020-02-07 03:00:00,52.473,4.663,22.632,24.6,9.434,10.56,NA,NA
"HLL_hl_device_001",2020-02-07 04:00:00,52.473,4.663,20.8,26.03,9.912,11.77,NA,NA
"HLL_hl_device_001",2020-02-07 05:00:00,52.473,4.663,23.068,31.65,12.141,17.05,NA,NA
"HLL_hl_device_001",2020-02-07 06:00:00,52.473,4.663,22.382,36.15,15.407,21.66,NA,NA
"HLL_hl_device_001",2020-02-07 07:00:00,52.473,4.663,23.607,38.7,19.173,24.94,NA,NA
"HLL_hl_device_001",2020-02-07 08:00:00,52.473,4.663,28.365,46.45,26.642,34.62,NA,NA
"HLL_hl_device_001",2020-02-07 09:00:00,52.473,4.663,30.03,45.48,29.67,34.55,NA,NA
"HLL_hl_device_001",2020-02-07 10:00:00,52.473,4.663,30.498,39.11,28.714,29.28,NA,NA
"HLL_hl_device_001",2020-02-07 11:00:00,52.473,4.663,31.064,35.34,26.78,26.01,NA,NA
"HLL_hl_device_001",2020-02-07 12:00:00,52.473,4.663,31.577,34.7,28.08,26.03,NA,NA
"HLL_hl_device_001",2020-02-07 13:00:00,52.473,4.663,30.78,32.44,25.758,24.26,NA,NA
"HLL_hl_device_001",2020-02-07 14:00:00,52.473,4.663,27.244,27.82,22.04,19.01,NA,NA
"HLL_hl_device_001",2020-02-07 15:00:00,52.473,4.663,10.486,9.82,3.952,3.76,NA,NA
"HLL_hl_device_001",2020-02-07 16:00:00,52.473,4.663,12.208,11.25,4.788,4.24,NA,NA
"HLL_hl_device_001",2020-02-07 17:00:00,52.473,4.663,15.347,14.9,8.118,8.23,NA,NA
"HLL_hl_device_001",2020-02-07 18:00:00,52.473,4.663,25.44,23.98,16.83,16.51,NA,NA
"HLL_hl_device_001",2020-02-07 19:00:00,52.473,4.663,20.79,23.11,14.448,17.24,NA,NA
"HLL_hl_device_001",2020-02-07 20:00:00,52.473,4.663,23.622,25.4,18.522,18.89,NA,NA
"HLL_hl_device_001",2020-02-07 21:00:00,52.473,4.663,26.264,26.75,18.81,19,NA,NA
"HLL_hl_device_001",2020-02-07 22:00:00,52.473,4.663,NA,25.78,NA,18.11,NA,NA
"HLL_hl_device_001",2020-02-07 23:00:00,52.473,4.663,23.03,24.46,18.02,17.03,NA,NA
"HLL_hl_device_001",2020-02-08 00:00:00,52.473,4.663,22.848,22.45,21.14,15.06,NA,NA
"HLL_hl_device_001",2020-02-08 01:00:00,52.473,4.663,21.2,20,15.812,13.38,NA,NA
"HLL_hl_device_001",2020-02-08 02:00:00,52.473,4.663,21.922,19.42,17.42,13,NA,NA
"HLL_hl_device_001",2020-02-08 03:00:00,52.473,4.663,20.492,18.75,15.867,12.87,NA,NA
"HLL_hl_device_001",2020-02-08 04:00:00,52.473,4.663,21.301,17.91,15.86,12.23,NA,NA
"HLL_hl_device_001",2020-02-08 05:00:00,52.473,4.663,20.184,17.37,16.66,11.89,NA,NA
"HLL_hl_device_001",2020-02-08 06:00:00,52.473,4.663,20.868,18.78,15.252,12.35,NA,NA
"HLL_hl_device_001",2020-02-08 07:00:00,52.473,4.663,20.223,18.89,16.758,12.58,NA,NA
"HLL_hl_device_001",2020-02-08 08:00:00,52.473,4.663,21.614,20.17,16.375,13.06,NA,NA
"HLL_hl_device_001",2020-02-08 09:00:00,52.473,4.663,21.632,20.82,16.2,13.47,NA,NA
"HLL_hl_device_001",2020-02-08 10:00:00,52.473,4.663,21.63,20.57,15.982,12.23,NA,NA
"HLL_hl_device_001",2020-02-08 11:00:00,52.473,4.663,18.824,18.11,11.865,10.53,NA,NA
"HLL_hl_device_001",2020-02-08 12:00:00,52.473,4.663,20.02,18.22,10.506,10.21,NA,NA
"HLL_hl_device_001",2020-02-08 13:00:00,52.473,4.663,21.09,19.01,13.054,10.72,NA,NA
"HLL_hl_device_001",2020-02-08 14:00:00,52.473,4.663,16.443,20.31,13.8,13.81,NA,NA
"HLL_hl_device_001",2020-02-08 15:00:00,52.473,4.663,22.222,27.05,10.488,11.4,NA,NA
"HLL_hl_device_001",2020-02-08 16:00:00,52.473,4.663,18.507,19.88,6.49,5.88,NA,NA
"HLL_hl_device_001",2020-02-08 17:00:00,52.473,4.663,13.446,16.55,5.842,4.58,NA,NA
"HLL_hl_device_001",2020-02-08 18:00:00,52.473,4.663,16.8,21.03,5.782,5.86,NA,NA
"HLL_hl_device_001",2020-02-08 19:00:00,52.473,4.663,14.7,20.96,5.047,4.86,NA,NA
"HLL_hl_device_001",2020-02-08 20:00:00,52.473,4.663,18.821,31.94,11.792,17.64,NA,NA
"HLL_hl_device_001",2020-02-08 21:00:00,52.473,4.663,16.897,27.7,12.54,16.54,NA,NA
"HLL_hl_device_001",2020-02-08 22:00:00,52.473,4.663,NA,25.82,NA,11.34,NA,NA
"HLL_hl_device_001",2020-02-08 23:00:00,52.473,4.663,16.016,30.8,9.945,15.31,NA,NA
"HLL_hl_device_001",2020-02-09 00:00:00,52.473,4.663,16.728,32.75,10.292,16.64,NA,NA
"HLL_hl_device_001",2020-02-09 01:00:00,52.473,4.663,19.448,37.38,12.285,19.49,NA,NA
"HLL_hl_device_001",2020-02-09 02:00:00,52.473,4.663,19.43,33.51,11.977,20.32,NA,NA
"HLL_hl_device_001",2020-02-09 03:00:00,52.473,4.663,NA,21.36,NA,15.19,NA,NA
"HLL_hl_device_001",2020-02-09 04:00:00,52.473,4.663,10.512,14.55,9.711,11.74,NA,NA
"HLL_hl_device_001",2020-02-09 05:00:00,52.473,4.663,9.396,11.64,7.224,8.38,NA,NA
"HLL_hl_device_001",2020-02-09 06:00:00,52.473,4.663,8.236,11.56,6.264,7.23,NA,NA
"HLL_hl_device_001",2020-02-09 07:00:00,52.473,4.663,8.82,10.53,5.684,5.75,NA,NA
"HLL_hl_device_001",2020-02-09 08:00:00,52.473,4.663,8.343,10.3,3.969,4.87,NA,NA
"HLL_hl_device_001",2020-02-09 09:00:00,52.473,4.663,9.01,10.63,4.223,4.11,NA,NA
"HLL_hl_device_001",2020-02-09 10:00:00,52.473,4.663,8.881,10.66,3.72,3.05,NA,NA
"HLL_hl_device_001",2020-02-09 11:00:00,52.473,4.663,9.976,11.6,3.164,2.76,NA,NA
"HLL_hl_device_001",2020-02-09 12:00:00,52.473,4.663,8.991,11.05,2.592,2.69,NA,NA
"HLL_hl_device_001",2020-02-09 13:00:00,52.473,4.663,11.468,12.23,2.322,2.72,NA,NA
"HLL_hl_device_001",2020-02-09 14:00:00,52.473,4.663,10.858,12.17,2.8,2.82,NA,NA
"HLL_hl_device_001",2020-02-09 15:00:00,52.473,4.663,10.302,10.22,2.76,2.31,NA,NA
"HLL_hl_device_001",2020-02-09 16:00:00,52.473,4.663,8.46,8.99,2.369,2.28,NA,NA
"HLL_hl_device_001",2020-02-09 17:00:00,52.473,4.663,8.585,8.49,2.415,2.14,NA,NA
"HLL_hl_device_001",2020-02-09 18:00:00,52.473,4.663,7.952,7.06,1.976,1.91,NA,NA
"HLL_hl_device_001",2020-02-09 19:00:00,52.473,4.663,5.888,6.44,1.649,1.67,NA,NA
"HLL_hl_device_001",2020-02-09 20:00:00,52.473,4.663,16.878,19.37,6.732,4.38,NA,NA
"HLL_hl_device_001",2020-02-09 21:00:00,52.473,4.663,34.633,58.69,10.164,12.09,NA,NA
"HLL_hl_device_001",2020-02-09 22:00:00,52.473,4.663,41.106,52.72,11.448,10.83,NA,NA
"HLL_hl_device_001",2020-02-09 23:00:00,52.473,4.663,29.394,42.57,11.07,9.03,NA,NA
"HLL_hl_device_001",2020-02-10 00:00:00,52.473,4.663,28.925,44.45,13.248,9.61,NA,NA
"HLL_hl_device_001",2020-02-10 01:00:00,52.473,4.663,32.7,54.54,15.25,12.46,NA,NA
"HLL_hl_device_001",2020-02-10 02:00:00,52.473,4.663,33.012,52.43,15.128,12.15,NA,NA
"HLL_hl_device_001",2020-02-10 03:00:00,52.473,4.663,33.165,49.45,14.478,11.45,NA,NA
"HLL_hl_device_001",2020-02-10 04:00:00,52.473,4.663,29.054,39.79,11.466,9.12,NA,NA
"HLL_hl_device_001",2020-02-10 05:00:00,52.473,4.663,35.113,48.14,13.32,11.12,NA,NA
"HLL_hl_device_001",2020-02-10 06:00:00,52.473,4.663,20.805,28.54,9.089,6.07,NA,NA
"HLL_hl_device_001",2020-02-10 07:00:00,52.473,4.663,14.56,20.83,6.536,4.35,NA,NA
"HLL_hl_device_001",2020-02-10 08:00:00,52.473,4.663,15.309,18.86,6.045,3.88,NA,NA
"HLL_hl_device_001",2020-02-10 09:00:00,52.473,4.663,18.216,19.8,5.445,4.45,NA,NA
"HLL_hl_device_001",2020-02-10 10:00:00,52.473,4.663,18.72,20.81,5.593,4.66,NA,NA
"HLL_hl_device_001",2020-02-10 11:00:00,52.473,4.663,20.064,20.95,5.355,4.54,NA,NA
"HLL_hl_device_001",2020-02-10 12:00:00,52.473,4.663,17.949,19.29,5.934,4.34,NA,NA
"HLL_hl_device_001",2020-02-10 13:00:00,52.473,4.663,18.81,19.84,5.984,4.42,NA,NA
"HLL_hl_device_001",2020-02-10 14:00:00,52.473,4.663,24.598,25.11,7.598,5.81,NA,NA
"HLL_hl_device_001",2020-02-10 15:00:00,52.473,4.663,35.36,34,11.771,7.87,NA,NA
"HLL_hl_device_001",2020-02-10 16:00:00,52.473,4.663,40.176,37.23,13.485,8.73,NA,NA
"HLL_hl_device_001",2020-02-10 17:00:00,52.473,4.663,43.092,37.8,13.572,8.72,NA,NA
"HLL_hl_device_001",2020-02-10 18:00:00,52.473,4.663,19.44,21.61,6.768,4.67,NA,NA
"HLL_hl_device_001",2020-02-10 19:00:00,52.473,4.663,20.592,23.42,6.5,4.95,NA,NA
"HLL_hl_device_001",2020-02-10 20:00:00,52.473,4.663,22.493,27.08,8.436,5.66,NA,NA
"HLL_hl_device_001",2020-02-10 21:00:00,52.473,4.663,12.166,15.8,5.022,3.12,NA,NA
"HLL_hl_device_001",2020-02-10 22:00:00,52.473,4.663,10.165,10.72,4.796,2.18,NA,NA
"HLL_hl_device_001",2020-02-10 23:00:00,52.473,4.663,12.635,13.3,4.008,2.37,NA,NA
"HLL_hl_device_001",2020-02-11 00:00:00,52.473,4.663,13.64,15.48,6.804,3.56,NA,NA
"HLL_hl_device_001",2020-02-11 01:00:00,52.473,4.663,18.18,18.01,6.493,4.35,NA,NA
"HLL_hl_device_001",2020-02-11 02:00:00,52.473,4.663,21.7,21.74,6.576,4.75,NA,NA
"HLL_hl_device_001",2020-02-11 03:00:00,52.473,4.663,21.312,22.17,6.958,4.94,NA,NA
"HLL_hl_device_001",2020-02-11 04:00:00,52.473,4.663,18.565,23.46,9.384,5.14,NA,NA
"HLL_hl_device_001",2020-02-11 05:00:00,52.473,4.663,21.902,23.26,8.25,4.95,NA,NA
"HLL_hl_device_001",2020-02-11 06:00:00,52.473,4.663,25.647,24.94,7.452,5.44,NA,NA
"HLL_hl_device_001",2020-02-11 07:00:00,52.473,4.663,27.359,25.15,8.164,5.19,NA,NA
"HLL_hl_device_001",2020-02-11 08:00:00,52.473,4.663,26.565,25.28,8.48,5.3,NA,NA
"HLL_hl_device_001",2020-02-11 09:00:00,52.473,4.663,26.051,23.93,8.84,5.15,NA,NA
"HLL_hl_device_001",2020-02-11 10:00:00,52.473,4.663,23.364,23.62,9.741,5.14,NA,NA
"HLL_hl_device_001",2020-02-11 11:00:00,52.473,4.663,24.038,23.79,6.987,5.09,NA,NA
"HLL_hl_device_001",2020-02-11 12:00:00,52.473,4.663,24.289,22.68,7.28,5.18,NA,NA
"HLL_hl_device_001",2020-02-11 13:00:00,52.473,4.663,21.412,21.25,7.191,4.66,NA,NA
"HLL_hl_device_001",2020-02-11 14:00:00,52.473,4.663,24.832,19.44,6.321,4.3,NA,NA
"HLL_hl_device_001",2020-02-11 15:00:00,52.473,4.663,25.06,17.95,7.293,3.87,NA,NA
"HLL_hl_device_001",2020-02-11 16:00:00,52.473,4.663,21.538,17.8,8.12,4.02,NA,NA
"HLL_hl_device_001",2020-02-11 17:00:00,52.473,4.663,21.632,16.94,5.076,3.59,NA,NA
"HLL_hl_device_001",2020-02-11 18:00:00,52.473,4.663,20.492,18.83,5.822,4.13,NA,NA
"HLL_hl_device_001",2020-02-11 19:00:00,52.473,4.663,24.7,19.03,8.008,4.39,NA,NA
"HLL_hl_device_001",2020-02-11 20:00:00,52.473,4.663,21.168,18.87,7.172,4.37,NA,NA
"HLL_hl_device_001",2020-02-11 21:00:00,52.473,4.663,23.625,18.95,6.342,4.23,NA,NA
"HLL_hl_device_001",2020-02-11 22:00:00,52.473,4.663,20.944,18.67,5.658,4.07,NA,NA
"HLL_hl_device_001",2020-02-11 23:00:00,52.473,4.663,22.68,21.55,7.84,4.92,NA,NA
"HLL_hl_device_001",2020-02-12 00:00:00,52.473,4.663,21.021,23.15,8.4,5.6,NA,NA
"HLL_hl_device_001",2020-02-12 01:00:00,52.473,4.663,25.07,21.77,7.242,5.13,NA,NA
"HLL_hl_device_001",2020-02-12 02:00:00,52.473,4.663,22.785,21.7,8.036,4.86,NA,NA
"HLL_hl_device_001",2020-02-12 03:00:00,52.473,4.663,19.104,19.9,5.502,4.19,NA,NA
"HLL_hl_device_001",2020-02-12 04:00:00,52.473,4.663,22.624,20.21,6.248,4.37,NA,NA
"HLL_hl_device_001",2020-02-12 05:00:00,52.473,4.663,16.302,20.88,5.198,4.56,NA,NA
"HLL_hl_device_001",2020-02-12 06:00:00,52.473,4.663,22.458,19.66,7.695,4.51,NA,NA
"HLL_hl_device_001",2020-02-12 07:00:00,52.473,4.663,21.008,20.77,5.289,4.33,NA,NA
"HLL_hl_device_001",2020-02-12 08:00:00,52.473,4.663,20.5,20.46,6.03,4.52,NA,NA
"HLL_hl_device_001",2020-02-12 09:00:00,52.473,4.663,20.703,20.05,5.192,4.36,NA,NA
"HLL_hl_device_001",2020-02-12 10:00:00,52.473,4.663,24.034,19.74,7.35,4.15,NA,NA
"HLL_hl_device_001",2020-02-12 11:00:00,52.473,4.663,19.879,19.33,6.16,3.99,NA,NA
"HLL_hl_device_001",2020-02-12 12:00:00,52.473,4.663,19.32,18.37,6.16,4.03,NA,NA
"HLL_hl_device_001",2020-02-12 13:00:00,52.473,4.663,20.532,17.68,5.7,3.84,NA,NA
"HLL_hl_device_001",2020-02-12 14:00:00,52.473,4.663,18.576,17.24,5.811,3.89,NA,NA
"HLL_hl_device_001",2020-02-12 15:00:00,52.473,4.663,22.984,16.92,5.472,3.6,NA,NA
"HLL_hl_device_001",2020-02-12 16:00:00,52.473,4.663,15.288,14.73,4.92,3.02,NA,NA
"HLL_hl_device_001",2020-02-12 17:00:00,52.473,4.663,16.758,13.31,4.032,2.8,NA,NA
"HLL_hl_device_001",2020-02-12 18:00:00,52.473,4.663,14.628,13.78,4.553,2.87,NA,NA
"HLL_hl_device_001",2020-02-12 19:00:00,52.473,4.663,16.113,12.35,4.264,2.56,NA,NA
"HLL_hl_device_001",2020-02-12 20:00:00,52.473,4.663,15.429,11.11,3.588,2.27,NA,NA
"HLL_hl_device_001",2020-02-12 21:00:00,52.473,4.663,14.57,9.42,2.68,2.04,NA,NA
"HLL_hl_device_001",2020-02-12 22:00:00,52.473,4.663,14.16,11.85,2.496,2.41,NA,NA
"HLL_hl_device_001",2020-02-12 23:00:00,52.473,4.663,15.255,11.26,2.856,2.36,NA,NA
"HLL_hl_device_001",2020-02-13 00:00:00,52.473,4.663,15.96,13.28,4.023,2.7,NA,NA
"HLL_hl_device_001",2020-02-13 01:00:00,52.473,4.663,19.968,15.55,4.323,3.31,NA,NA
"HLL_hl_device_001",2020-02-13 02:00:00,52.473,4.663,19.836,17.36,5.772,3.91,NA,NA
"HLL_hl_device_001",2020-02-13 03:00:00,52.473,4.663,NA,20.6,NA,4.66,NA,NA
"HLL_hl_device_001",2020-02-13 04:00:00,52.473,4.663,18.868,17.8,6.93,4.51,NA,NA
"HLL_hl_device_001",2020-02-13 05:00:00,52.473,4.663,15.416,16.45,7.296,4.78,NA,NA
"HLL_hl_device_001",2020-02-13 06:00:00,52.473,4.663,12.441,14.3,6.946,4.62,NA,NA
"HLL_hl_device_001",2020-02-13 07:00:00,52.473,4.663,12.75,12.48,5.44,3.96,NA,NA
"HLL_hl_device_001",2020-02-13 08:00:00,52.473,4.663,9.696,10.13,5.016,3.27,NA,NA
"HLL_hl_device_001",2020-02-13 09:00:00,52.473,4.663,11.328,9.62,4.176,2.94,NA,NA
"HLL_hl_device_001",2020-02-13 10:00:00,52.473,4.663,5.658,6.9,3.344,2.22,NA,NA
"HLL_hl_device_001",2020-02-13 11:00:00,52.473,4.663,7.14,6.84,3.173,1.91,NA,NA
"HLL_hl_device_001",2020-02-13 12:00:00,52.473,4.663,4.41,7.05,2.18,2,NA,NA
"HLL_hl_device_001",2020-02-13 13:00:00,52.473,4.663,8.536,9.65,3.528,2.83,NA,NA
"HLL_hl_device_001",2020-02-13 14:00:00,52.473,4.663,10.452,13.4,5.478,3.31,NA,NA
"HLL_hl_device_001",2020-02-13 15:00:00,52.473,4.663,13.84,17.26,4.5,3.64,NA,NA
"HLL_hl_device_001",2020-02-13 16:00:00,52.473,4.663,13.528,15.15,4.862,3.43,NA,NA
"HLL_hl_device_001",2020-02-13 17:00:00,52.473,4.663,11.174,15.1,3.99,3.46,NA,NA
"HLL_hl_device_001",2020-02-13 18:00:00,52.473,4.663,14.28,21.02,4.841,4.74,NA,NA
"HLL_hl_device_001",2020-02-13 19:00:00,52.473,4.663,18.772,24.69,6.171,5.14,NA,NA
"HLL_hl_device_001",2020-02-13 20:00:00,52.473,4.663,17.171,22.32,5.148,4.4,NA,NA
"HLL_hl_device_001",2020-02-13 21:00:00,52.473,4.663,16.725,22.34,5.472,4.78,NA,NA
"HLL_hl_device_001",2020-02-13 22:00:00,52.473,4.663,14.464,22.63,4.836,5.22,NA,NA
"HLL_hl_device_001",2020-02-13 23:00:00,52.473,4.663,15.594,22.65,4.836,5.15,NA,NA
"HLL_hl_device_001",2020-02-14 00:00:00,52.473,4.663,16.72,19.03,6.095,5.29,NA,NA
"HLL_hl_device_001",2020-02-14 01:00:00,52.473,4.663,11.088,14.43,3.6,3.6,NA,NA
"HLL_hl_device_001",2020-02-14 02:00:00,52.473,4.663,14.985,18.51,3.783,3.85,NA,NA
"HLL_hl_device_001",2020-02-14 03:00:00,52.473,4.663,7.744,8.82,2.584,1.85,NA,NA
"HLL_hl_device_001",2020-02-14 04:00:00,52.473,4.663,7.047,8.13,1.856,1.6,NA,NA
"HLL_hl_device_001",2020-02-14 05:00:00,52.473,4.663,13.394,18.07,3.096,3.64,NA,NA
"HLL_hl_device_001",2020-02-14 06:00:00,52.473,4.663,12.716,18.71,3.744,3.65,NA,NA
"HLL_hl_device_001",2020-02-14 07:00:00,52.473,4.663,14.651,16.09,2.968,2.82,NA,NA
"HLL_hl_device_001",2020-02-14 08:00:00,52.473,4.663,8.648,9.44,2.945,1.85,NA,NA
"HLL_hl_device_001",2020-02-14 09:00:00,52.473,4.663,9.375,7.48,2.848,1.63,NA,NA
"HLL_hl_device_001",2020-02-14 10:00:00,52.473,4.663,8.742,6.16,2.366,1.31,NA,NA
"HLL_hl_device_001",2020-02-14 11:00:00,52.473,4.663,9.424,6.2,2.268,1.36,NA,NA
"HLL_hl_device_001",2020-02-14 12:00:00,52.473,4.663,11.27,6.99,2.702,1.38,NA,NA
"HLL_hl_device_001",2020-02-14 13:00:00,52.473,4.663,14.872,8.78,2.839,1.73,NA,NA
"HLL_hl_device_001",2020-02-14 14:00:00,52.473,4.663,13.188,8.37,3.24,1.52,NA,NA
"HLL_hl_device_001",2020-02-14 15:00:00,52.473,4.663,12.556,8.57,3.664,1.63,NA,NA
"HLL_hl_device_001",2020-02-14 16:00:00,52.473,4.663,11.985,8.5,3.2,1.59,NA,NA
"HLL_hl_device_001",2020-02-14 17:00:00,52.473,4.663,13,10.44,4.68,3.02,NA,NA
"HLL_hl_device_001",2020-02-14 18:00:00,52.473,4.663,11.514,10.1,4.978,3.83,NA,NA
"HLL_hl_device_001",2020-02-14 19:00:00,52.473,4.663,13.32,12.01,8.255,6.48,NA,NA
"HLL_hl_device_001",2020-02-14 20:00:00,52.473,4.663,12.54,11.36,6.318,5.36,NA,NA
"HLL_hl_device_001",2020-02-14 21:00:00,52.473,4.663,15.645,14.92,5.985,4.45,NA,NA
"HLL_hl_device_001",2020-02-14 22:00:00,52.473,4.663,20.4,20.43,6.48,4.46,NA,NA
"HLL_hl_device_001",2020-02-14 23:00:00,52.473,4.663,15.96,16.84,6.56,4.11,NA,NA
"HLL_hl_device_001",2020-02-15 00:00:00,52.473,4.663,16.107,17.68,7.728,4.59,NA,NA
"HLL_hl_device_001",2020-02-15 01:00:00,52.473,4.663,19.206,19.41,6.958,4.87,NA,NA
"HLL_hl_device_001",2020-02-15 02:00:00,52.473,4.663,19.992,20.38,7.15,4.96,NA,NA
"HLL_hl_device_001",2020-02-15 03:00:00,52.473,4.663,17.595,20.67,6.552,5.18,NA,NA
"HLL_hl_device_001",2020-02-15 04:00:00,52.473,4.663,18.426,22.22,7.452,5.44,NA,NA
"HLL_hl_device_001",2020-02-15 05:00:00,52.473,4.663,22.659,24.9,8.04,5.98,NA,NA
"HLL_hl_device_001",2020-02-15 06:00:00,52.473,4.663,20.554,23.87,7.296,5.73,NA,NA
"HLL_hl_device_001",2020-02-15 07:00:00,52.473,4.663,18.924,22.75,7.656,5.79,NA,NA
"HLL_hl_device_001",2020-02-15 08:00:00,52.473,4.663,15.054,19.31,7.776,4.84,NA,NA
"HLL_hl_device_001",2020-02-15 09:00:00,52.473,4.663,17.082,21.94,8.308,6.67,NA,NA
"HLL_hl_device_001",2020-02-15 10:00:00,52.473,4.663,18.984,22.63,8.448,6.43,NA,NA
"HLL_hl_device_001",2020-02-15 11:00:00,52.473,4.663,17.76,22.23,9.039,6.87,NA,NA
"HLL_hl_device_001",2020-02-15 12:00:00,52.473,4.663,17.51,20.6,7.812,6.28,NA,NA
"HLL_hl_device_001",2020-02-15 13:00:00,52.473,4.663,16.564,20.22,9.49,6.5,NA,NA
"HLL_hl_device_001",2020-02-15 14:00:00,52.473,4.663,13.338,17.12,10.496,6.44,NA,NA
"HLL_hl_device_001",2020-02-15 15:00:00,52.473,4.663,12.384,14.38,6.795,4.52,NA,NA
"HLL_hl_device_001",2020-02-15 16:00:00,52.473,4.663,12.707,13.08,5.928,3.79,NA,NA
"HLL_hl_device_001",2020-02-15 17:00:00,52.473,4.663,9.288,10.79,5.13,2.98,NA,NA
"HLL_hl_device_001",2020-02-15 18:00:00,52.473,4.663,9.595,9.54,3.775,2.55,NA,NA
"HLL_hl_device_001",2020-02-15 19:00:00,52.473,4.663,8.262,8.05,2.948,2.25,NA,NA
"HLL_hl_device_001",2020-02-15 20:00:00,52.473,4.663,9.282,10.17,4.088,2.76,NA,NA
"HLL_hl_device_001",2020-02-15 21:00:00,52.473,4.663,9.86,11.62,4.123,3.06,NA,NA
"HLL_hl_device_001",2020-02-15 22:00:00,52.473,4.663,11.44,13.02,4.59,3.44,NA,NA
"HLL_hl_device_001",2020-02-15 23:00:00,52.473,4.663,11.232,11.69,4.743,3.12,NA,NA
"HLL_hl_device_001",2020-02-16 00:00:00,52.473,4.663,11.13,10.51,4.71,2.97,NA,NA
"HLL_hl_device_001",2020-02-16 01:00:00,52.473,4.663,8.3,10,3.66,3.02,NA,NA
"HLL_hl_device_001",2020-02-16 02:00:00,52.473,4.663,7.161,9.26,4.089,2.85,NA,NA
"HLL_hl_device_001",2020-02-16 03:00:00,52.473,4.663,7.22,9.49,3.741,2.89,NA,NA
"HLL_hl_device_001",2020-02-16 04:00:00,52.473,4.663,6.975,7.48,3.036,2.24,NA,NA
"HLL_hl_device_001",2020-02-16 05:00:00,52.473,4.663,6.794,7.92,2.088,2.38,NA,NA
"HLL_hl_device_001",2020-02-16 06:00:00,52.473,4.663,6.794,7.86,3.575,2.5,NA,NA
"HLL_hl_device_001",2020-02-16 07:00:00,52.473,4.663,6.441,5.69,2.322,1.81,NA,NA
"HLL_hl_device_001",2020-02-16 08:00:00,52.473,4.663,5.208,4.23,1.95,1.26,NA,NA
"HLL_hl_device_001",2020-02-16 09:00:00,52.473,4.663,3.996,3.61,1.705,1.13,NA,NA
"HLL_hl_device_001",2020-02-16 10:00:00,52.473,4.663,3.57,3.42,1.11,1.03,NA,NA
"HLL_hl_device_001",2020-02-16 11:00:00,52.473,4.663,2.97,3.34,1.236,1.25,NA,NA
"HLL_hl_device_001",2020-02-16 12:00:00,52.473,4.663,2.952,4.06,1.47,1.45,NA,NA
"HLL_hl_device_001",2020-02-16 13:00:00,52.473,4.663,3.003,3.89,1.71,1.46,NA,NA
"HLL_hl_device_001",2020-02-16 14:00:00,52.473,4.663,4.896,5.07,2.06,1.97,NA,NA
"HLL_hl_device_001",2020-02-16 15:00:00,52.473,4.663,7.524,6.58,2.645,2.3,NA,NA
"HLL_hl_device_001",2020-02-16 16:00:00,52.473,4.663,7.437,6.7,2.48,2,NA,NA
"HLL_hl_device_001",2020-02-16 17:00:00,52.473,4.663,5.9,4.96,1.375,1.12,NA,NA
"HLL_hl_device_001",2020-02-16 18:00:00,52.473,4.663,15.052,21.16,6.308,3.82,NA,NA
"HLL_hl_device_001",2020-02-16 19:00:00,52.473,4.663,14.807,22.14,5.04,3.95,NA,NA
"HLL_hl_device_001",2020-02-16 20:00:00,52.473,4.663,16.72,17.65,3.286,3.12,NA,NA
"HLL_hl_device_001",2020-02-16 21:00:00,52.473,4.663,19.467,18.91,4.068,3.6,NA,NA
"HLL_hl_device_001",2020-02-16 22:00:00,52.473,4.663,23.004,21.3,5.934,4.26,NA,NA
"HLL_hl_device_001",2020-02-16 23:00:00,52.473,4.663,29.8,29.8,6.09,5.78,NA,NA
"HLL_hl_device_001",2020-02-17 00:00:00,52.473,4.663,30.014,34.85,11.174,7.36,NA,NA
"HLL_hl_device_001",2020-02-17 01:00:00,52.473,4.663,28.272,30.36,7.035,6.67,NA,NA
"HLL_hl_device_001",2020-02-17 02:00:00,52.473,4.663,30.591,30.87,7.48,6.75,NA,NA
"HLL_hl_device_001",2020-02-17 03:00:00,52.473,4.663,NA,27.28,NA,6.05,NA,NA
"HLL_hl_device_001",2020-02-17 05:00:00,52.473,4.663,29.493,33.92,10.508,7.41,NA,NA
"HLL_hl_device_001",2020-02-17 06:00:00,52.473,4.663,32.12,36.53,11.139,7.92,NA,NA
"HLL_hl_device_001",2020-02-17 07:00:00,52.473,4.663,39.805,41.89,11.102,9.08,NA,NA
"HLL_hl_device_001",2020-02-17 08:00:00,52.473,4.663,42.848,41.58,15.698,9.43,NA,NA
"HLL_hl_device_001",2020-02-17 09:00:00,52.473,4.663,31.759,34.89,11.4,7.46,NA,NA
"HLL_hl_device_001",2020-02-17 10:00:00,52.473,4.663,26.01,30.64,10.89,6.64,NA,NA
"HLL_hl_device_001",2020-02-17 11:00:00,52.473,4.663,29.593,29.27,9.324,6.28,NA,NA
"HLL_hl_device_001",2020-02-17 12:00:00,52.473,4.663,27.819,28.07,9.512,5.85,NA,NA
"HLL_hl_device_001",2020-02-17 13:00:00,52.473,4.663,18.24,18.96,5.364,3.63,NA,NA
"HLL_hl_device_001",2020-02-17 14:00:00,52.473,4.663,14.022,17.15,3.689,3.06,NA,NA
"HLL_hl_device_001",2020-02-17 15:00:00,52.473,4.663,20.748,22.78,7.92,4.77,NA,NA
