"station_number","wd","ws","temp","rh","date","station_code"
260,230,7,8.4,72,2020-02-17 16:00:00,"KNMI260"
260,230,7,8.3,72,2020-02-17 17:00:00,"KNMI260"
260,230,7,7.7,78,2020-02-17 18:00:00,"KNMI260"
260,220,6,7.9,82,2020-02-17 19:00:00,"KNMI260"
260,230,6,7.7,84,2020-02-17 20:00:00,"KNMI260"
260,230,4,6.8,87,2020-02-17 21:00:00,"KNMI260"
260,230,5,7.7,84,2020-02-17 22:00:00,"KNMI260"
260,230,5,7.9,81,2020-02-17 23:00:00,"KNMI260"
260,240,5,8,81,2020-02-18 00:00:00,"KNMI260"
260,250,7,8,75,2020-02-18 01:00:00,"KNMI260"
260,250,6,7.8,73,2020-02-18 02:00:00,"KNMI260"
260,240,5,7.2,77,2020-02-18 03:00:00,"KNMI260"
260,250,6,6.7,69,2020-02-18 04:00:00,"KNMI260"
260,240,5,6.3,71,2020-02-18 05:00:00,"KNMI260"
260,240,4,5.8,77,2020-02-18 06:00:00,"KNMI260"
260,230,5,6.1,78,2020-02-18 07:00:00,"KNMI260"
260,220,6,6.2,79,2020-02-18 08:00:00,"KNMI260"
260,220,6,7.1,78,2020-02-18 09:00:00,"KNMI260"
260,230,7,7.4,76,2020-02-18 10:00:00,"KNMI260"
260,230,8,7.6,80,2020-02-18 11:00:00,"KNMI260"
260,230,6,7.9,77,2020-02-18 12:00:00,"KNMI260"
260,240,7,9.2,65,2020-02-18 13:00:00,"KNMI260"
260,240,7,9.1,64,2020-02-18 14:00:00,"KNMI260"
260,230,7,9.3,62,2020-02-18 15:00:00,"KNMI260"
260,240,8,9.1,63,2020-02-18 16:00:00,"KNMI260"
260,230,7,8.8,63,2020-02-18 17:00:00,"KNMI260"
260,220,7,8.7,67,2020-02-18 18:00:00,"KNMI260"
260,220,8,8.5,71,2020-02-18 19:00:00,"KNMI260"
260,220,8,8.1,76,2020-02-18 20:00:00,"KNMI260"
260,220,9,8,77,2020-02-18 21:00:00,"KNMI260"
260,220,9,8.1,75,2020-02-18 22:00:00,"KNMI260"
260,220,10,7.4,78,2020-02-18 23:00:00,"KNMI260"
260,290,3,4.7,91,2020-02-19 00:00:00,"KNMI260"
260,240,2,4.9,92,2020-02-19 01:00:00,"KNMI260"
260,260,3,5.8,88,2020-02-19 02:00:00,"KNMI260"
260,290,5,5.8,80,2020-02-19 03:00:00,"KNMI260"
260,290,5,5.5,77,2020-02-19 04:00:00,"KNMI260"
260,280,5,5.2,77,2020-02-19 05:00:00,"KNMI260"
260,270,5,5.4,76,2020-02-19 06:00:00,"KNMI260"
260,270,5,5.2,79,2020-02-19 07:00:00,"KNMI260"
260,270,5,5.6,75,2020-02-19 08:00:00,"KNMI260"
260,270,5,5.9,74,2020-02-19 09:00:00,"KNMI260"
260,270,6,6.4,70,2020-02-19 10:00:00,"KNMI260"
260,280,5,7.1,68,2020-02-19 11:00:00,"KNMI260"
260,260,8,6.8,64,2020-02-19 12:00:00,"KNMI260"
260,270,6,7.9,61,2020-02-19 13:00:00,"KNMI260"
260,270,5,7.2,63,2020-02-19 14:00:00,"KNMI260"
260,260,5,7.4,60,2020-02-19 15:00:00,"KNMI260"
260,240,5,7,63,2020-02-19 16:00:00,"KNMI260"
260,230,5,6.5,71,2020-02-19 17:00:00,"KNMI260"
260,220,4,6.2,73,2020-02-19 18:00:00,"KNMI260"
260,210,4,6.3,73,2020-02-19 19:00:00,"KNMI260"
260,210,5,6.2,78,2020-02-19 20:00:00,"KNMI260"
260,200,6,5.9,87,2020-02-19 21:00:00,"KNMI260"
260,190,5,5.8,89,2020-02-19 22:00:00,"KNMI260"
260,200,5,6,90,2020-02-19 23:00:00,"KNMI260"
260,200,5,6.4,91,2020-02-20 00:00:00,"KNMI260"
260,200,6,7,92,2020-02-20 01:00:00,"KNMI260"
260,210,7,7.7,90,2020-02-20 02:00:00,"KNMI260"
260,210,6,8,87,2020-02-20 03:00:00,"KNMI260"
260,220,6,8,90,2020-02-20 04:00:00,"KNMI260"
260,210,6,8.5,84,2020-02-20 05:00:00,"KNMI260"
260,220,6,8.3,88,2020-02-20 06:00:00,"KNMI260"
260,210,6,8.6,83,2020-02-20 07:00:00,"KNMI260"
260,210,6,8.8,82,2020-02-20 08:00:00,"KNMI260"
260,210,7,9,78,2020-02-20 09:00:00,"KNMI260"
260,200,8,9.2,76,2020-02-20 10:00:00,"KNMI260"
260,200,9,9.8,75,2020-02-20 11:00:00,"KNMI260"
260,210,8,9.5,77,2020-02-20 12:00:00,"KNMI260"
260,210,8,9.9,75,2020-02-20 13:00:00,"KNMI260"
260,210,9,10.2,69,2020-02-20 14:00:00,"KNMI260"
260,200,8,10.3,70,2020-02-20 15:00:00,"KNMI260"
260,200,8,9.9,74,2020-02-20 16:00:00,"KNMI260"
260,210,8,9.3,81,2020-02-20 17:00:00,"KNMI260"
260,220,10,8.8,89,2020-02-20 18:00:00,"KNMI260"
260,290,7,6,88,2020-02-20 19:00:00,"KNMI260"
260,270,5,5.9,86,2020-02-20 20:00:00,"KNMI260"
260,290,8,5.1,80,2020-02-20 21:00:00,"KNMI260"
260,280,7,6,70,2020-02-20 22:00:00,"KNMI260"
260,270,5,5.9,68,2020-02-20 23:00:00,"KNMI260"
260,270,6,6,66,2020-02-21 00:00:00,"KNMI260"
260,260,5,5.5,68,2020-02-21 01:00:00,"KNMI260"
260,260,5,5.6,67,2020-02-21 02:00:00,"KNMI260"
260,260,6,5.5,70,2020-02-21 03:00:00,"KNMI260"
260,260,5,5.5,71,2020-02-21 04:00:00,"KNMI260"
260,240,4,4.9,75,2020-02-21 05:00:00,"KNMI260"
260,230,3,4.4,78,2020-02-21 06:00:00,"KNMI260"
260,210,3,4.1,80,2020-02-21 07:00:00,"KNMI260"
260,220,5,5,81,2020-02-21 08:00:00,"KNMI260"
260,220,5,6.4,79,2020-02-21 09:00:00,"KNMI260"
260,230,7,7.6,73,2020-02-21 10:00:00,"KNMI260"
260,220,8,7.9,73,2020-02-21 11:00:00,"KNMI260"
260,230,7,8,74,2020-02-21 12:00:00,"KNMI260"
260,230,7,8.5,71,2020-02-21 13:00:00,"KNMI260"
260,230,7,8.8,70,2020-02-21 14:00:00,"KNMI260"
260,230,6,8.7,72,2020-02-21 15:00:00,"KNMI260"
260,230,6,8.7,74,2020-02-21 16:00:00,"KNMI260"
260,230,7,8.7,74,2020-02-21 17:00:00,"KNMI260"
260,220,7,8.8,72,2020-02-21 18:00:00,"KNMI260"
260,220,8,8.8,70,2020-02-21 19:00:00,"KNMI260"
260,230,7,8.8,70,2020-02-21 20:00:00,"KNMI260"
260,220,8,8.8,71,2020-02-21 21:00:00,"KNMI260"
260,220,8,8.8,72,2020-02-21 22:00:00,"KNMI260"
260,220,7,8.8,71,2020-02-21 23:00:00,"KNMI260"
260,230,7,8.8,70,2020-02-22 00:00:00,"KNMI260"
280,200,1,4.7,88,2020-02-07 01:00:00,"KNMI280"
280,150,1,5.1,82,2020-02-07 02:00:00,"KNMI280"
280,130,1,4.9,82,2020-02-07 03:00:00,"KNMI280"
280,150,2,4.9,81,2020-02-07 04:00:00,"KNMI280"
280,150,2,5,78,2020-02-07 05:00:00,"KNMI280"
280,140,2,5,75,2020-02-07 06:00:00,"KNMI280"
280,150,3,5,74,2020-02-07 07:00:00,"KNMI280"
280,130,2,5,74,2020-02-07 08:00:00,"KNMI280"
280,130,3,5.5,74,2020-02-07 09:00:00,"KNMI280"
280,130,4,5.7,74,2020-02-07 10:00:00,"KNMI280"
280,150,4,5.9,73,2020-02-07 11:00:00,"KNMI280"
280,130,5,6.7,68,2020-02-07 12:00:00,"KNMI280"
280,130,5,7.4,65,2020-02-07 13:00:00,"KNMI280"
280,130,5,7.8,64,2020-02-07 14:00:00,"KNMI280"
280,140,5,7.7,64,2020-02-07 15:00:00,"KNMI280"
280,140,4,6.7,69,2020-02-07 16:00:00,"KNMI280"
280,140,4,6,70,2020-02-07 17:00:00,"KNMI280"
280,130,4,5.3,73,2020-02-07 18:00:00,"KNMI280"
280,130,4,4.8,74,2020-02-07 19:00:00,"KNMI280"
280,150,4,4.4,75,2020-02-07 20:00:00,"KNMI280"
280,150,4,4.1,76,2020-02-07 21:00:00,"KNMI280"
280,160,4,3.4,78,2020-02-07 22:00:00,"KNMI280"
280,150,3,2.6,81,2020-02-07 23:00:00,"KNMI280"
280,150,4,2.4,78,2020-02-08 00:00:00,"KNMI280"
280,160,4,2.5,75,2020-02-08 01:00:00,"KNMI280"
280,170,5,2.5,74,2020-02-08 02:00:00,"KNMI280"
280,170,4,2.3,75,2020-02-08 03:00:00,"KNMI280"
280,170,5,2.4,76,2020-02-08 04:00:00,"KNMI280"
280,170,4,2.5,77,2020-02-08 05:00:00,"KNMI280"
280,170,4,3.1,76,2020-02-08 06:00:00,"KNMI280"
280,180,4,3.4,77,2020-02-08 07:00:00,"KNMI280"
280,160,4,3.4,80,2020-02-08 08:00:00,"KNMI280"
280,180,4,4.9,78,2020-02-08 09:00:00,"KNMI280"
280,190,5,6.9,75,2020-02-08 10:00:00,"KNMI280"
280,190,6,8.1,74,2020-02-08 11:00:00,"KNMI280"
280,210,6,9.5,73,2020-02-08 12:00:00,"KNMI280"
280,190,5,8.8,76,2020-02-08 13:00:00,"KNMI280"
280,190,4,8.5,82,2020-02-08 14:00:00,"KNMI280"
280,200,5,8,93,2020-02-08 15:00:00,"KNMI280"
280,210,6,8.1,96,2020-02-08 16:00:00,"KNMI280"
280,230,4,7.8,96,2020-02-08 17:00:00,"KNMI280"
280,190,3,7.3,95,2020-02-08 18:00:00,"KNMI280"
280,210,4,7.1,94,2020-02-08 19:00:00,"KNMI280"
280,210,5,7,95,2020-02-08 20:00:00,"KNMI280"
280,210,5,7.5,94,2020-02-08 21:00:00,"KNMI280"
280,200,6,7.3,93,2020-02-08 22:00:00,"KNMI280"
280,200,6,7.1,93,2020-02-08 23:00:00,"KNMI280"
280,200,6,7.2,92,2020-02-09 00:00:00,"KNMI280"
280,200,6,7.5,90,2020-02-09 01:00:00,"KNMI280"
280,200,6,7.8,89,2020-02-09 02:00:00,"KNMI280"
280,200,8,7.9,88,2020-02-09 03:00:00,"KNMI280"
280,200,9,8,86,2020-02-09 04:00:00,"KNMI280"
280,200,10,8.1,83,2020-02-09 05:00:00,"KNMI280"
280,200,10,8.1,80,2020-02-09 06:00:00,"KNMI280"
280,200,9,8.3,79,2020-02-09 07:00:00,"KNMI280"
280,200,11,8.6,75,2020-02-09 08:00:00,"KNMI280"
280,200,12,8.8,74,2020-02-09 09:00:00,"KNMI280"
280,190,13,8.9,73,2020-02-09 10:00:00,"KNMI280"
280,200,14,9.7,70,2020-02-09 11:00:00,"KNMI280"
280,200,15,10.2,69,2020-02-09 12:00:00,"KNMI280"
280,200,15,10.7,70,2020-02-09 13:00:00,"KNMI280"
280,200,15,10.9,72,2020-02-09 14:00:00,"KNMI280"
280,200,14,10.4,81,2020-02-09 15:00:00,"KNMI280"
280,210,13,10.5,83,2020-02-09 16:00:00,"KNMI280"
280,200,15,10.5,88,2020-02-09 17:00:00,"KNMI280"
280,210,16,10.8,90,2020-02-09 18:00:00,"KNMI280"
280,220,16,10.8,96,2020-02-09 19:00:00,"KNMI280"
280,220,14,9.2,87,2020-02-09 20:00:00,"KNMI280"
280,220,14,10.1,79,2020-02-09 21:00:00,"KNMI280"
280,220,13,9.6,81,2020-02-09 22:00:00,"KNMI280"
280,240,13,10.3,77,2020-02-09 23:00:00,"KNMI280"
280,250,11,7.1,88,2020-02-10 00:00:00,"KNMI280"
280,250,11,8.8,80,2020-02-10 01:00:00,"KNMI280"
280,250,12,9,76,2020-02-10 02:00:00,"KNMI280"
280,250,11,8.8,79,2020-02-10 03:00:00,"KNMI280"
280,250,12,8.9,74,2020-02-10 04:00:00,"KNMI280"
280,250,12,8.2,76,2020-02-10 05:00:00,"KNMI280"
280,260,11,7.7,78,2020-02-10 06:00:00,"KNMI280"
280,270,12,7.5,73,2020-02-10 07:00:00,"KNMI280"
280,270,12,7.5,68,2020-02-10 08:00:00,"KNMI280"
280,270,12,7.5,67,2020-02-10 09:00:00,"KNMI280"
280,260,12,7.1,69,2020-02-10 10:00:00,"KNMI280"
280,260,12,7.3,67,2020-02-10 11:00:00,"KNMI280"
280,260,12,7.2,66,2020-02-10 12:00:00,"KNMI280"
280,260,12,7.5,63,2020-02-10 13:00:00,"KNMI280"
280,260,12,7.5,63,2020-02-10 14:00:00,"KNMI280"
280,250,11,7.3,64,2020-02-10 15:00:00,"KNMI280"
280,240,9,7.1,66,2020-02-10 16:00:00,"KNMI280"
280,230,9,7.2,70,2020-02-10 17:00:00,"KNMI280"
280,220,9,7.1,67,2020-02-10 18:00:00,"KNMI280"
280,210,4,2.8,93,2020-02-10 19:00:00,"KNMI280"
280,220,2,2.1,98,2020-02-10 20:00:00,"KNMI280"
280,210,3,1.9,97,2020-02-10 21:00:00,"KNMI280"
280,240,6,2.7,92,2020-02-10 22:00:00,"KNMI280"
280,250,8,4.2,85,2020-02-10 23:00:00,"KNMI280"
280,250,10,4.4,76,2020-02-11 00:00:00,"KNMI280"
280,250,11,4.8,71,2020-02-11 01:00:00,"KNMI280"
280,250,11,5,71,2020-02-11 02:00:00,"KNMI280"
280,250,11,4.7,76,2020-02-11 03:00:00,"KNMI280"
280,250,11,5.1,74,2020-02-11 04:00:00,"KNMI280"
280,250,10,5,76,2020-02-11 05:00:00,"KNMI280"
280,250,10,4.8,78,2020-02-11 06:00:00,"KNMI280"
280,250,10,4.5,82,2020-02-11 07:00:00,"KNMI280"
280,250,11,5.1,75,2020-02-11 08:00:00,"KNMI280"
280,250,12,5.2,74,2020-02-11 09:00:00,"KNMI280"
280,250,11,3.8,87,2020-02-11 10:00:00,"KNMI280"
280,240,10,3,92,2020-02-11 11:00:00,"KNMI280"
280,250,11,4,87,2020-02-11 12:00:00,"KNMI280"
280,250,12,5.5,73,2020-02-11 13:00:00,"KNMI280"
280,260,10,5.7,69,2020-02-11 14:00:00,"KNMI280"
280,260,10,5.6,67,2020-02-11 15:00:00,"KNMI280"
280,270,11,3.8,76,2020-02-11 16:00:00,"KNMI280"
280,270,11,3.7,79,2020-02-11 17:00:00,"KNMI280"
280,250,9,4,73,2020-02-11 18:00:00,"KNMI280"
280,260,11,3.7,78,2020-02-11 19:00:00,"KNMI280"
280,260,9,4.4,70,2020-02-11 20:00:00,"KNMI280"
280,260,9,4.6,72,2020-02-11 21:00:00,"KNMI280"
280,260,10,4.9,66,2020-02-11 22:00:00,"KNMI280"
280,250,10,4.8,68,2020-02-11 23:00:00,"KNMI280"
280,260,9,4.6,70,2020-02-12 00:00:00,"KNMI280"
280,250,9,4.8,67,2020-02-12 01:00:00,"KNMI280"
280,250,9,4.7,67,2020-02-12 02:00:00,"KNMI280"
280,250,11,4.8,68,2020-02-12 03:00:00,"KNMI280"
280,250,11,4,75,2020-02-12 04:00:00,"KNMI280"
280,250,9,4.6,71,2020-02-12 05:00:00,"KNMI280"
280,250,10,3.6,78,2020-02-12 06:00:00,"KNMI280"
280,250,9,4.1,78,2020-02-12 07:00:00,"KNMI280"
280,260,9,4.7,72,2020-02-12 08:00:00,"KNMI280"
280,250,9,4.8,75,2020-02-12 09:00:00,"KNMI280"
280,260,10,5.7,69,2020-02-12 10:00:00,"KNMI280"
280,250,10,5.7,70,2020-02-12 11:00:00,"KNMI280"
280,260,9,5.8,72,2020-02-12 12:00:00,"KNMI280"
280,260,9,6.4,72,2020-02-12 13:00:00,"KNMI280"
280,250,10,5.9,68,2020-02-12 14:00:00,"KNMI280"
280,260,9,5.8,66,2020-02-12 15:00:00,"KNMI280"
280,260,7,5.1,71,2020-02-12 16:00:00,"KNMI280"
280,250,7,4.8,73,2020-02-12 17:00:00,"KNMI280"
280,250,7,4.6,72,2020-02-12 18:00:00,"KNMI280"
280,250,6,4,74,2020-02-12 19:00:00,"KNMI280"
280,250,5,3.6,76,2020-02-12 20:00:00,"KNMI280"
280,240,6,3.9,72,2020-02-12 21:00:00,"KNMI280"
280,230,6,3.4,76,2020-02-12 22:00:00,"KNMI280"
280,230,5,3.1,82,2020-02-12 23:00:00,"KNMI280"
280,200,4,2.3,83,2020-02-13 00:00:00,"KNMI280"
280,210,5,1.9,85,2020-02-13 01:00:00,"KNMI280"
280,200,5,1.7,87,2020-02-13 02:00:00,"KNMI280"
280,200,4,1.4,92,2020-02-13 03:00:00,"KNMI280"
280,190,4,2,91,2020-02-13 04:00:00,"KNMI280"
280,170,4,2.6,89,2020-02-13 05:00:00,"KNMI280"
280,160,4,2.7,88,2020-02-13 06:00:00,"KNMI280"
280,150,4,2.9,86,2020-02-13 07:00:00,"KNMI280"
280,160,5,3.7,84,2020-02-13 08:00:00,"KNMI280"
280,150,5,3.8,89,2020-02-13 09:00:00,"KNMI280"
280,150,5,3.9,91,2020-02-13 10:00:00,"KNMI280"
280,140,6,3.8,92,2020-02-13 11:00:00,"KNMI280"
280,140,7,3,92,2020-02-13 12:00:00,"KNMI280"
280,150,7,2.7,93,2020-02-13 13:00:00,"KNMI280"
280,160,6,3.8,92,2020-02-13 14:00:00,"KNMI280"
280,170,4,4.9,92,2020-02-13 15:00:00,"KNMI280"
280,160,4,5.2,92,2020-02-13 16:00:00,"KNMI280"
280,160,3,5.4,94,2020-02-13 17:00:00,"KNMI280"
280,150,3,5.5,95,2020-02-13 18:00:00,"KNMI280"
280,170,3,5.6,95,2020-02-13 19:00:00,"KNMI280"
280,180,2,5.6,96,2020-02-13 20:00:00,"KNMI280"
280,190,2,5.5,97,2020-02-13 21:00:00,"KNMI280"
280,210,2,5.3,98,2020-02-13 22:00:00,"KNMI280"
280,260,3,5.5,98,2020-02-13 23:00:00,"KNMI280"
280,280,2,5.2,98,2020-02-14 00:00:00,"KNMI280"
280,270,2,5.4,96,2020-02-14 01:00:00,"KNMI280"
280,250,3,4.9,96,2020-02-14 02:00:00,"KNMI280"
280,260,3,5,95,2020-02-14 03:00:00,"KNMI280"
280,240,2,4.8,96,2020-02-14 04:00:00,"KNMI280"
280,250,2,4.9,94,2020-02-14 05:00:00,"KNMI280"
280,290,2,5.2,94,2020-02-14 06:00:00,"KNMI280"
280,10,3,5.1,92,2020-02-14 07:00:00,"KNMI280"
280,320,1,5,93,2020-02-14 08:00:00,"KNMI280"
280,300,1,5.5,90,2020-02-14 09:00:00,"KNMI280"
280,290,2,6.4,81,2020-02-14 10:00:00,"KNMI280"
280,300,2,6.3,73,2020-02-14 11:00:00,"KNMI280"
280,240,3,6.7,75,2020-02-14 12:00:00,"KNMI280"
280,250,3,7.2,73,2020-02-14 13:00:00,"KNMI280"
280,230,5,6.8,74,2020-02-14 14:00:00,"KNMI280"
280,210,4,6.8,77,2020-02-14 15:00:00,"KNMI280"
280,220,6,6.1,77,2020-02-14 16:00:00,"KNMI280"
280,200,4,6.2,79,2020-02-14 17:00:00,"KNMI280"
280,180,4,5.9,79,2020-02-14 18:00:00,"KNMI280"
280,190,5,5.9,81,2020-02-14 19:00:00,"KNMI280"
280,180,5,6.2,80,2020-02-14 20:00:00,"KNMI280"
280,190,7,6.3,80,2020-02-14 21:00:00,"KNMI280"
280,190,6,6.9,80,2020-02-14 22:00:00,"KNMI280"
280,200,7,7.1,80,2020-02-14 23:00:00,"KNMI280"
280,200,6,7.1,81,2020-02-15 00:00:00,"KNMI280"
280,200,5,7.3,82,2020-02-15 01:00:00,"KNMI280"
280,190,7,7.7,80,2020-02-15 02:00:00,"KNMI280"
280,190,7,7.1,83,2020-02-15 03:00:00,"KNMI280"
280,190,6,6.9,85,2020-02-15 04:00:00,"KNMI280"
280,190,6,6.7,86,2020-02-15 05:00:00,"KNMI280"
280,190,6,7,85,2020-02-15 06:00:00,"KNMI280"
280,200,7,7.3,85,2020-02-15 07:00:00,"KNMI280"
280,200,6,7.8,85,2020-02-15 08:00:00,"KNMI280"
280,190,8,8.3,85,2020-02-15 09:00:00,"KNMI280"
280,200,7,8.7,88,2020-02-15 10:00:00,"KNMI280"
280,190,8,9.1,87,2020-02-15 11:00:00,"KNMI280"
280,200,8,9.7,82,2020-02-15 12:00:00,"KNMI280"
280,200,8,10.3,80,2020-02-15 13:00:00,"KNMI280"
280,190,8,11.4,76,2020-02-15 14:00:00,"KNMI280"
280,190,8,11.7,75,2020-02-15 15:00:00,"KNMI280"
280,180,7,11.5,76,2020-02-15 16:00:00,"KNMI280"
280,190,9,11.5,77,2020-02-15 17:00:00,"KNMI280"
280,190,9,11.6,74,2020-02-15 18:00:00,"KNMI280"
280,190,10,11.2,76,2020-02-15 19:00:00,"KNMI280"
280,190,11,11.1,74,2020-02-15 20:00:00,"KNMI280"
280,190,12,11.4,70,2020-02-15 21:00:00,"KNMI280"
280,200,12,11.9,68,2020-02-15 22:00:00,"KNMI280"
280,210,13,12.4,68,2020-02-15 23:00:00,"KNMI280"
280,210,11,12.5,69,2020-02-16 00:00:00,"KNMI280"
280,210,12,12.7,72,2020-02-16 01:00:00,"KNMI280"
280,210,12,12.9,73,2020-02-16 02:00:00,"KNMI280"
280,210,13,13,74,2020-02-16 03:00:00,"KNMI280"
280,200,10,12.5,78,2020-02-16 04:00:00,"KNMI280"
280,190,10,12,83,2020-02-16 05:00:00,"KNMI280"
280,200,13,11.9,84,2020-02-16 06:00:00,"KNMI280"
280,200,13,12.1,86,2020-02-16 07:00:00,"KNMI280"
280,200,11,12,90,2020-02-16 08:00:00,"KNMI280"
280,200,12,12.2,91,2020-02-16 09:00:00,"KNMI280"
280,210,14,12.5,91,2020-02-16 10:00:00,"KNMI280"
280,210,14,12.9,89,2020-02-16 11:00:00,"KNMI280"
280,210,14,13.7,83,2020-02-16 12:00:00,"KNMI280"
280,210,11,14,80,2020-02-16 13:00:00,"KNMI280"
280,270,4,10.8,96,2020-02-16 14:00:00,"KNMI280"
280,210,2,10.5,98,2020-02-16 15:00:00,"KNMI280"
280,270,6,10.6,93,2020-02-16 16:00:00,"KNMI280"
280,280,8,9.1,94,2020-02-16 17:00:00,"KNMI280"
280,270,9,7.9,88,2020-02-16 18:00:00,"KNMI280"
280,220,7,7.7,93,2020-02-16 19:00:00,"KNMI280"
280,220,10,8.1,89,2020-02-16 20:00:00,"KNMI280"
280,240,11,8.3,82,2020-02-16 21:00:00,"KNMI280"
280,230,11,8.6,79,2020-02-16 22:00:00,"KNMI280"
280,230,11,8.5,80,2020-02-16 23:00:00,"KNMI280"
280,230,12,8.2,77,2020-02-17 00:00:00,"KNMI280"
280,240,11,8.3,70,2020-02-17 01:00:00,"KNMI280"
280,240,12,8,66,2020-02-17 02:00:00,"KNMI280"
280,240,12,7.3,69,2020-02-17 03:00:00,"KNMI280"
280,240,13,7,71,2020-02-17 04:00:00,"KNMI280"
280,240,11,6.9,69,2020-02-17 05:00:00,"KNMI280"
280,230,12,6.5,71,2020-02-17 06:00:00,"KNMI280"
280,210,10,6.3,69,2020-02-17 07:00:00,"KNMI280"
280,220,11,6.9,74,2020-02-17 08:00:00,"KNMI280"
280,220,12,7.8,75,2020-02-17 09:00:00,"KNMI280"
280,220,12,8.3,73,2020-02-17 10:00:00,"KNMI280"
280,220,13,9,72,2020-02-17 11:00:00,"KNMI280"
280,220,13,9.5,68,2020-02-17 12:00:00,"KNMI280"
280,230,12,8.4,76,2020-02-17 13:00:00,"KNMI280"
280,230,11,7.9,72,2020-02-17 14:00:00,"KNMI280"
280,230,10,8.4,69,2020-02-17 15:00:00,"KNMI280"
280,240,9,8.3,70,2020-02-17 16:00:00,"KNMI280"
280,240,9,7.7,79,2020-02-17 17:00:00,"KNMI280"
280,240,9,7.2,84,2020-02-17 18:00:00,"KNMI280"
280,230,6,7.2,87,2020-02-17 19:00:00,"KNMI280"
280,240,7,7.4,87,2020-02-17 20:00:00,"KNMI280"
280,230,8,7.6,88,2020-02-17 21:00:00,"KNMI280"
280,230,8,7.6,87,2020-02-17 22:00:00,"KNMI280"
280,240,7,7.4,84,2020-02-17 23:00:00,"KNMI280"
280,240,6,7.1,85,2020-02-18 00:00:00,"KNMI280"
280,240,7,7,83,2020-02-18 01:00:00,"KNMI280"
280,240,7,7.3,80,2020-02-18 02:00:00,"KNMI280"
280,250,9,6.4,78,2020-02-18 03:00:00,"KNMI280"
280,250,7,5.4,76,2020-02-18 04:00:00,"KNMI280"
280,240,9,5.4,76,2020-02-18 05:00:00,"KNMI280"
280,240,8,5.3,75,2020-02-18 06:00:00,"KNMI280"
280,250,9,5.9,72,2020-02-18 07:00:00,"KNMI280"
280,240,9,6,74,2020-02-18 08:00:00,"KNMI280"
280,240,9,6.7,73,2020-02-18 09:00:00,"KNMI280"
280,240,10,7.7,70,2020-02-18 10:00:00,"KNMI280"
280,260,8,6.7,77,2020-02-18 11:00:00,"KNMI280"
280,250,9,7.5,68,2020-02-18 12:00:00,"KNMI280"
280,240,11,7.8,70,2020-02-18 13:00:00,"KNMI280"
280,240,10,8.2,67,2020-02-18 14:00:00,"KNMI280"
280,240,10,7.8,72,2020-02-18 15:00:00,"KNMI280"
280,230,9,7.5,74,2020-02-18 16:00:00,"KNMI280"
280,230,8,6.7,84,2020-02-18 17:00:00,"KNMI280"
280,230,9,7.3,78,2020-02-18 18:00:00,"KNMI280"
280,220,9,7.6,77,2020-02-18 19:00:00,"KNMI280"
280,220,10,7.7,80,2020-02-18 20:00:00,"KNMI280"
280,210,9,7,85,2020-02-18 21:00:00,"KNMI280"
280,210,9,7.2,85,2020-02-18 22:00:00,"KNMI280"
280,210,9,7,89,2020-02-18 23:00:00,"KNMI280"
280,260,7,4.9,92,2020-02-19 00:00:00,"KNMI280"
280,230,6,4.7,93,2020-02-19 01:00:00,"KNMI280"
280,230,5,4.4,94,2020-02-19 02:00:00,"KNMI280"
280,240,4,4.5,92,2020-02-19 03:00:00,"KNMI280"
280,260,4,4.9,82,2020-02-19 04:00:00,"KNMI280"
280,260,6,4.9,79,2020-02-19 05:00:00,"KNMI280"
280,270,6,4.7,78,2020-02-19 06:00:00,"KNMI280"
280,260,4,4.2,81,2020-02-19 07:00:00,"KNMI280"
280,280,4,4.7,82,2020-02-19 08:00:00,"KNMI280"
280,260,7,6.3,74,2020-02-19 09:00:00,"KNMI280"
280,260,8,6.8,75,2020-02-19 10:00:00,"KNMI280"
280,270,8,5.9,78,2020-02-19 11:00:00,"KNMI280"
280,260,8,6.7,76,2020-02-19 12:00:00,"KNMI280"
280,270,8,6.4,80,2020-02-19 13:00:00,"KNMI280"
280,270,7,6.5,75,2020-02-19 14:00:00,"KNMI280"
280,270,8,7,69,2020-02-19 15:00:00,"KNMI280"
280,260,7,6.3,72,2020-02-19 16:00:00,"KNMI280"
280,250,6,5.4,78,2020-02-19 17:00:00,"KNMI280"
280,230,4,3.7,86,2020-02-19 18:00:00,"KNMI280"
280,210,4,4,84,2020-02-19 19:00:00,"KNMI280"
280,190,4,3.5,87,2020-02-19 20:00:00,"KNMI280"
280,190,5,3.9,85,2020-02-19 21:00:00,"KNMI280"
280,210,6,4.7,84,2020-02-19 22:00:00,"KNMI280"
280,200,5,4.8,90,2020-02-19 23:00:00,"KNMI280"
280,200,6,4.9,94,2020-02-20 00:00:00,"KNMI280"
280,200,6,5.3,94,2020-02-20 01:00:00,"KNMI280"
280,190,6,5.7,95,2020-02-20 02:00:00,"KNMI280"
280,200,6,6.2,95,2020-02-20 03:00:00,"KNMI280"
280,200,7,6.6,95,2020-02-20 04:00:00,"KNMI280"
280,210,7,7.2,94,2020-02-20 05:00:00,"KNMI280"
280,210,7,7.4,95,2020-02-20 06:00:00,"KNMI280"
280,210,8,7.7,94,2020-02-20 07:00:00,"KNMI280"
280,210,8,7.8,94,2020-02-20 08:00:00,"KNMI280"
280,210,9,8.3,91,2020-02-20 09:00:00,"KNMI280"
