"station_number","wd","ws","temp","rh","date","station_code"
240,200,6,7.9,81,2020-02-14 23:00:00,"KNMI240"
240,200,7,8.2,80,2020-02-15 00:00:00,"KNMI240"
240,190,7,8.1,81,2020-02-15 01:00:00,"KNMI240"
240,190,7,7.9,83,2020-02-15 02:00:00,"KNMI240"
240,190,6,7.6,85,2020-02-15 03:00:00,"KNMI240"
240,190,6,7.6,85,2020-02-15 04:00:00,"KNMI240"
240,200,7,8.2,83,2020-02-15 05:00:00,"KNMI240"
240,200,8,8.6,84,2020-02-15 06:00:00,"KNMI240"
240,190,7,8.4,88,2020-02-15 07:00:00,"KNMI240"
240,190,8,8.7,88,2020-02-15 08:00:00,"KNMI240"
240,190,8,9.4,84,2020-02-15 09:00:00,"KNMI240"
240,200,9,9.6,84,2020-02-15 10:00:00,"KNMI240"
240,190,9,10.3,82,2020-02-15 11:00:00,"KNMI240"
240,190,10,10.4,82,2020-02-15 12:00:00,"KNMI240"
240,190,10,11.2,78,2020-02-15 13:00:00,"KNMI240"
240,190,9,11.5,76,2020-02-15 14:00:00,"KNMI240"
240,200,11,12.1,73,2020-02-15 15:00:00,"KNMI240"
240,190,11,12.2,73,2020-02-15 16:00:00,"KNMI240"
240,190,11,12.2,72,2020-02-15 17:00:00,"KNMI240"
240,190,12,11.8,76,2020-02-15 18:00:00,"KNMI240"
240,180,11,11.9,73,2020-02-15 19:00:00,"KNMI240"
240,190,14,12.2,71,2020-02-15 20:00:00,"KNMI240"
240,200,13,12.3,71,2020-02-15 21:00:00,"KNMI240"
240,200,15,12.7,70,2020-02-15 22:00:00,"KNMI240"
240,200,14,11.4,85,2020-02-15 23:00:00,"KNMI240"
240,210,14,12,82,2020-02-16 00:00:00,"KNMI240"
240,200,13,12.4,79,2020-02-16 01:00:00,"KNMI240"
240,200,13,13.2,74,2020-02-16 02:00:00,"KNMI240"
240,200,15,13.2,73,2020-02-16 03:00:00,"KNMI240"
240,200,15,12.6,80,2020-02-16 04:00:00,"KNMI240"
240,200,14,12.5,83,2020-02-16 05:00:00,"KNMI240"
240,200,15,12.8,82,2020-02-16 06:00:00,"KNMI240"
240,200,16,12.7,84,2020-02-16 07:00:00,"KNMI240"
240,200,15,12.8,86,2020-02-16 08:00:00,"KNMI240"
240,200,15,12.3,92,2020-02-16 09:00:00,"KNMI240"
240,210,14,12.6,90,2020-02-16 10:00:00,"KNMI240"
240,210,15,12.7,93,2020-02-16 11:00:00,"KNMI240"
240,210,14,13.1,89,2020-02-16 12:00:00,"KNMI240"
240,200,14,13.3,89,2020-02-16 13:00:00,"KNMI240"
240,200,14,14.5,79,2020-02-16 14:00:00,"KNMI240"
240,200,16,13.8,88,2020-02-16 15:00:00,"KNMI240"
240,270,14,9.3,97,2020-02-16 16:00:00,"KNMI240"
240,260,11,8.8,92,2020-02-16 17:00:00,"KNMI240"
240,240,9,8.3,91,2020-02-16 18:00:00,"KNMI240"
240,230,12,8.8,80,2020-02-16 19:00:00,"KNMI240"
240,230,13,9,80,2020-02-16 20:00:00,"KNMI240"
240,230,12,8.9,81,2020-02-16 21:00:00,"KNMI240"
240,230,13,9.4,79,2020-02-16 22:00:00,"KNMI240"
240,240,14,9.1,75,2020-02-16 23:00:00,"KNMI240"
240,240,13,8.4,69,2020-02-17 00:00:00,"KNMI240"
240,230,13,7.6,68,2020-02-17 01:00:00,"KNMI240"
240,240,13,7.6,71,2020-02-17 02:00:00,"KNMI240"
240,240,12,7.3,67,2020-02-17 03:00:00,"KNMI240"
240,240,10,7.1,67,2020-02-17 04:00:00,"KNMI240"
240,230,10,7.5,64,2020-02-17 05:00:00,"KNMI240"
240,200,9,7.1,74,2020-02-17 06:00:00,"KNMI240"
240,210,9,6.6,80,2020-02-17 07:00:00,"KNMI240"
240,210,10,7.3,78,2020-02-17 08:00:00,"KNMI240"
240,220,11,8.2,76,2020-02-17 09:00:00,"KNMI240"
240,210,11,8.8,73,2020-02-17 10:00:00,"KNMI240"
240,220,12,9.1,71,2020-02-17 11:00:00,"KNMI240"
240,230,11,6.1,85,2020-02-17 12:00:00,"KNMI240"
240,230,11,9.1,74,2020-02-17 13:00:00,"KNMI240"
240,230,12,9.3,69,2020-02-17 14:00:00,"KNMI240"
240,230,13,8.8,74,2020-02-17 15:00:00,"KNMI240"
240,230,11,8.6,73,2020-02-17 16:00:00,"KNMI240"
240,230,11,8.4,78,2020-02-17 17:00:00,"KNMI240"
240,230,10,8.3,83,2020-02-17 18:00:00,"KNMI240"
240,230,10,8.6,82,2020-02-17 19:00:00,"KNMI240"
240,260,13,7.7,84,2020-02-17 20:00:00,"KNMI240"
240,230,8,7.9,86,2020-02-17 21:00:00,"KNMI240"
240,240,8,8,85,2020-02-17 22:00:00,"KNMI240"
240,250,9,8.1,79,2020-02-17 23:00:00,"KNMI240"
240,240,8,8.1,80,2020-02-18 00:00:00,"KNMI240"
240,250,10,7.4,77,2020-02-18 01:00:00,"KNMI240"
240,260,7,7,74,2020-02-18 02:00:00,"KNMI240"
240,260,10,6.8,70,2020-02-18 03:00:00,"KNMI240"
240,250,10,6.4,71,2020-02-18 04:00:00,"KNMI240"
240,260,10,6.5,68,2020-02-18 05:00:00,"KNMI240"
240,250,9,6.7,71,2020-02-18 06:00:00,"KNMI240"
240,250,9,6.7,71,2020-02-18 07:00:00,"KNMI240"
240,240,7,6.9,73,2020-02-18 08:00:00,"KNMI240"
240,240,8,7.4,74,2020-02-18 09:00:00,"KNMI240"
240,240,10,8.3,69,2020-02-18 10:00:00,"KNMI240"
240,240,10,9,71,2020-02-18 11:00:00,"KNMI240"
240,240,9,8.8,70,2020-02-18 12:00:00,"KNMI240"
240,240,11,8.8,71,2020-02-18 13:00:00,"KNMI240"
240,230,12,8.9,70,2020-02-18 14:00:00,"KNMI240"
240,230,11,9,64,2020-02-18 15:00:00,"KNMI240"
240,230,12,8.7,70,2020-02-18 16:00:00,"KNMI240"
240,230,12,8.7,72,2020-02-18 17:00:00,"KNMI240"
240,230,12,8.7,73,2020-02-18 18:00:00,"KNMI240"
240,220,11,8.7,73,2020-02-18 19:00:00,"KNMI240"
240,220,10,8.1,82,2020-02-18 20:00:00,"KNMI240"
240,220,10,8.2,81,2020-02-18 21:00:00,"KNMI240"
240,220,10,7.4,88,2020-02-18 22:00:00,"KNMI240"
240,230,8,5.3,91,2020-02-18 23:00:00,"KNMI240"
240,220,5,5.9,92,2020-02-19 00:00:00,"KNMI240"
240,280,7,6.5,84,2020-02-19 01:00:00,"KNMI240"
240,280,8,6.4,82,2020-02-19 02:00:00,"KNMI240"
240,290,10,6.1,75,2020-02-19 03:00:00,"KNMI240"
240,290,9,5.7,76,2020-02-19 04:00:00,"KNMI240"
240,280,9,5.6,74,2020-02-19 05:00:00,"KNMI240"
240,290,8,5.5,74,2020-02-19 06:00:00,"KNMI240"
240,280,9,5.5,76,2020-02-19 07:00:00,"KNMI240"
240,270,9,5.7,77,2020-02-19 08:00:00,"KNMI240"
240,280,7,6.7,75,2020-02-19 09:00:00,"KNMI240"
240,280,9,6.6,74,2020-02-19 10:00:00,"KNMI240"
240,270,11,6.6,71,2020-02-19 11:00:00,"KNMI240"
240,280,10,6.9,71,2020-02-19 12:00:00,"KNMI240"
240,270,11,7.6,69,2020-02-19 13:00:00,"KNMI240"
240,250,10,6.8,69,2020-02-19 14:00:00,"KNMI240"
240,260,9,7.3,68,2020-02-19 15:00:00,"KNMI240"
240,250,8,6.8,69,2020-02-19 16:00:00,"KNMI240"
240,230,6,6.5,75,2020-02-19 17:00:00,"KNMI240"
240,220,5,6.7,75,2020-02-19 18:00:00,"KNMI240"
240,210,6,6.5,81,2020-02-19 19:00:00,"KNMI240"
240,200,6,6.2,90,2020-02-19 20:00:00,"KNMI240"
240,190,7,6.1,92,2020-02-19 21:00:00,"KNMI240"
240,200,7,6.3,92,2020-02-19 22:00:00,"KNMI240"
240,200,8,6.6,92,2020-02-19 23:00:00,"KNMI240"
240,200,8,7,93,2020-02-20 00:00:00,"KNMI240"
240,210,8,7.4,95,2020-02-20 01:00:00,"KNMI240"
240,210,9,8.1,91,2020-02-20 02:00:00,"KNMI240"
240,210,8,8.2,89,2020-02-20 03:00:00,"KNMI240"
240,210,8,8.3,89,2020-02-20 04:00:00,"KNMI240"
240,220,9,8.4,88,2020-02-20 05:00:00,"KNMI240"
240,210,9,8.2,90,2020-02-20 06:00:00,"KNMI240"
240,210,8,7.9,94,2020-02-20 07:00:00,"KNMI240"
240,210,8,8,92,2020-02-20 08:00:00,"KNMI240"
240,210,9,8.9,82,2020-02-20 09:00:00,"KNMI240"
240,210,11,9,81,2020-02-20 10:00:00,"KNMI240"
240,210,11,9.6,77,2020-02-20 11:00:00,"KNMI240"
240,210,13,9.7,78,2020-02-20 12:00:00,"KNMI240"
240,210,9,9.1,83,2020-02-20 13:00:00,"KNMI240"
240,200,10,9.8,78,2020-02-20 14:00:00,"KNMI240"
240,200,11,9.9,76,2020-02-20 15:00:00,"KNMI240"
240,210,10,9,88,2020-02-20 16:00:00,"KNMI240"
240,200,11,8.7,93,2020-02-20 17:00:00,"KNMI240"
240,290,9,6.7,90,2020-02-20 18:00:00,"KNMI240"
240,290,8,6.2,84,2020-02-20 19:00:00,"KNMI240"
240,280,11,6.6,77,2020-02-20 20:00:00,"KNMI240"
240,290,10,6.1,74,2020-02-20 21:00:00,"KNMI240"
240,280,11,5.9,71,2020-02-20 22:00:00,"KNMI240"
240,280,11,5.5,70,2020-02-20 23:00:00,"KNMI240"
240,270,10,5.5,70,2020-02-21 00:00:00,"KNMI240"
240,270,9,5.1,72,2020-02-21 01:00:00,"KNMI240"
240,270,11,5.7,72,2020-02-21 02:00:00,"KNMI240"
240,260,10,5.6,74,2020-02-21 03:00:00,"KNMI240"
240,270,8,5.2,75,2020-02-21 04:00:00,"KNMI240"
240,260,7,5.8,74,2020-02-21 05:00:00,"KNMI240"
240,260,7,5.6,77,2020-02-21 06:00:00,"KNMI240"
240,260,7,5.8,76,2020-02-21 07:00:00,"KNMI240"
240,250,7,6.5,76,2020-02-21 08:00:00,"KNMI240"
240,240,7,7.8,73,2020-02-21 09:00:00,"KNMI240"
240,240,8,8.5,72,2020-02-21 10:00:00,"KNMI240"
240,240,10,8.4,75,2020-02-21 11:00:00,"KNMI240"
240,230,10,8.4,73,2020-02-21 12:00:00,"KNMI240"
240,240,11,8.7,72,2020-02-21 13:00:00,"KNMI240"
240,230,10,9.1,72,2020-02-21 14:00:00,"KNMI240"
240,230,12,9.1,72,2020-02-21 15:00:00,"KNMI240"
240,230,11,9,75,2020-02-21 16:00:00,"KNMI240"
240,230,11,8.7,78,2020-02-21 17:00:00,"KNMI240"
240,230,11,8.6,78,2020-02-21 18:00:00,"KNMI240"
240,230,12,8.8,77,2020-02-21 19:00:00,"KNMI240"
240,220,10,8.8,77,2020-02-21 20:00:00,"KNMI240"
240,230,11,9.1,77,2020-02-21 21:00:00,"KNMI240"
240,220,10,9.1,76,2020-02-21 22:00:00,"KNMI240"
240,230,12,9.2,75,2020-02-21 23:00:00,"KNMI240"
240,230,13,9.3,74,2020-02-22 00:00:00,"KNMI240"
260,170,2,2.9,95,2020-02-07 01:00:00,"KNMI260"
260,120,2,2,98,2020-02-07 02:00:00,"KNMI260"
260,130,1,0.4,98,2020-02-07 03:00:00,"KNMI260"
260,90,2,-0.4,98,2020-02-07 04:00:00,"KNMI260"
260,110,2,-0.8,98,2020-02-07 05:00:00,"KNMI260"
260,130,3,0.5,92,2020-02-07 06:00:00,"KNMI260"
260,140,3,1.1,87,2020-02-07 07:00:00,"KNMI260"
260,120,4,1.7,85,2020-02-07 08:00:00,"KNMI260"
260,130,4,3.5,77,2020-02-07 09:00:00,"KNMI260"
260,140,6,4.8,73,2020-02-07 10:00:00,"KNMI260"
260,140,6,5.5,70,2020-02-07 11:00:00,"KNMI260"
260,130,5,6.3,69,2020-02-07 12:00:00,"KNMI260"
260,130,6,7,64,2020-02-07 13:00:00,"KNMI260"
260,130,6,7.5,64,2020-02-07 14:00:00,"KNMI260"
260,140,5,7.7,61,2020-02-07 15:00:00,"KNMI260"
260,140,5,7,62,2020-02-07 16:00:00,"KNMI260"
260,140,4,6.1,68,2020-02-07 17:00:00,"KNMI260"
260,140,5,5.7,69,2020-02-07 18:00:00,"KNMI260"
260,140,5,5.1,71,2020-02-07 19:00:00,"KNMI260"
260,150,4,4.6,72,2020-02-07 20:00:00,"KNMI260"
260,150,5,4.2,72,2020-02-07 21:00:00,"KNMI260"
260,150,4,3.4,75,2020-02-07 22:00:00,"KNMI260"
260,150,5,3.6,73,2020-02-07 23:00:00,"KNMI260"
260,160,5,3.6,70,2020-02-08 00:00:00,"KNMI260"
260,150,4,3.1,73,2020-02-08 01:00:00,"KNMI260"
260,160,4,3.2,72,2020-02-08 02:00:00,"KNMI260"
260,150,4,3.4,74,2020-02-08 03:00:00,"KNMI260"
260,160,4,3.9,74,2020-02-08 04:00:00,"KNMI260"
260,160,4,4.3,75,2020-02-08 05:00:00,"KNMI260"
260,160,4,4.7,77,2020-02-08 06:00:00,"KNMI260"
260,160,4,4.8,80,2020-02-08 07:00:00,"KNMI260"
260,170,3,5.8,80,2020-02-08 08:00:00,"KNMI260"
260,160,3,6.5,81,2020-02-08 09:00:00,"KNMI260"
260,170,3,8,80,2020-02-08 10:00:00,"KNMI260"
260,180,4,9.2,78,2020-02-08 11:00:00,"KNMI260"
260,210,6,9.7,80,2020-02-08 12:00:00,"KNMI260"
260,220,5,9.5,86,2020-02-08 13:00:00,"KNMI260"
260,220,4,9,94,2020-02-08 14:00:00,"KNMI260"
260,220,4,9,93,2020-02-08 15:00:00,"KNMI260"
260,220,3,8.5,91,2020-02-08 16:00:00,"KNMI260"
260,200,3,8.4,93,2020-02-08 17:00:00,"KNMI260"
260,200,4,8.4,93,2020-02-08 18:00:00,"KNMI260"
260,210,5,8.5,93,2020-02-08 19:00:00,"KNMI260"
260,200,4,8.5,93,2020-02-08 20:00:00,"KNMI260"
260,210,3,8.3,93,2020-02-08 21:00:00,"KNMI260"
260,180,4,7.5,94,2020-02-08 22:00:00,"KNMI260"
260,180,5,7.5,94,2020-02-08 23:00:00,"KNMI260"
260,200,5,8.2,90,2020-02-09 00:00:00,"KNMI260"
260,200,6,7.8,90,2020-02-09 01:00:00,"KNMI260"
260,190,5,7.9,89,2020-02-09 02:00:00,"KNMI260"
260,190,6,8,86,2020-02-09 03:00:00,"KNMI260"
260,190,7,7.8,84,2020-02-09 04:00:00,"KNMI260"
260,190,7,8.3,82,2020-02-09 05:00:00,"KNMI260"
260,190,8,8.6,79,2020-02-09 06:00:00,"KNMI260"
260,190,9,8.5,75,2020-02-09 07:00:00,"KNMI260"
260,190,8,8.6,73,2020-02-09 08:00:00,"KNMI260"
260,190,10,9.1,70,2020-02-09 09:00:00,"KNMI260"
260,200,11,9.5,69,2020-02-09 10:00:00,"KNMI260"
260,200,10,9.8,72,2020-02-09 11:00:00,"KNMI260"
260,200,11,10.4,71,2020-02-09 12:00:00,"KNMI260"
260,190,11,11,71,2020-02-09 13:00:00,"KNMI260"
260,200,12,11.7,71,2020-02-09 14:00:00,"KNMI260"
260,200,12,11.6,73,2020-02-09 15:00:00,"KNMI260"
260,210,14,12.4,71,2020-02-09 16:00:00,"KNMI260"
260,210,13,11.1,87,2020-02-09 17:00:00,"KNMI260"
260,200,14,11.7,86,2020-02-09 18:00:00,"KNMI260"
260,210,13,11.6,88,2020-02-09 19:00:00,"KNMI260"
260,220,12,12.1,87,2020-02-09 20:00:00,"KNMI260"
260,240,8,10.3,90,2020-02-09 21:00:00,"KNMI260"
260,230,11,10.6,83,2020-02-09 22:00:00,"KNMI260"
260,240,10,10.7,79,2020-02-09 23:00:00,"KNMI260"
260,240,9,10.4,74,2020-02-10 00:00:00,"KNMI260"
260,250,10,10.2,69,2020-02-10 01:00:00,"KNMI260"
260,240,10,10,72,2020-02-10 02:00:00,"KNMI260"
260,230,9,9.8,73,2020-02-10 03:00:00,"KNMI260"
260,240,9,9.6,73,2020-02-10 04:00:00,"KNMI260"
260,260,10,7.7,77,2020-02-10 05:00:00,"KNMI260"
260,260,8,7.3,81,2020-02-10 06:00:00,"KNMI260"
260,260,9,7.8,72,2020-02-10 07:00:00,"KNMI260"
260,270,10,7.9,65,2020-02-10 08:00:00,"KNMI260"
260,260,9,8,62,2020-02-10 09:00:00,"KNMI260"
260,250,8,8,61,2020-02-10 10:00:00,"KNMI260"
260,260,9,8,58,2020-02-10 11:00:00,"KNMI260"
260,260,9,8.3,56,2020-02-10 12:00:00,"KNMI260"
260,260,9,8.6,55,2020-02-10 13:00:00,"KNMI260"
260,250,11,9.1,55,2020-02-10 14:00:00,"KNMI260"
260,240,8,9.1,64,2020-02-10 15:00:00,"KNMI260"
260,240,7,8.8,67,2020-02-10 16:00:00,"KNMI260"
260,210,8,7.5,79,2020-02-10 17:00:00,"KNMI260"
260,220,9,7.7,75,2020-02-10 18:00:00,"KNMI260"
260,240,7,8,74,2020-02-10 19:00:00,"KNMI260"
260,260,10,7.6,70,2020-02-10 20:00:00,"KNMI260"
260,270,6,5,81,2020-02-10 21:00:00,"KNMI260"
260,250,6,5.7,74,2020-02-10 22:00:00,"KNMI260"
260,270,9,6.3,63,2020-02-10 23:00:00,"KNMI260"
260,270,9,4.9,71,2020-02-11 00:00:00,"KNMI260"
260,260,9,5.7,60,2020-02-11 01:00:00,"KNMI260"
260,260,9,5.9,60,2020-02-11 02:00:00,"KNMI260"
260,250,8,5.8,59,2020-02-11 03:00:00,"KNMI260"
260,250,9,5.9,58,2020-02-11 04:00:00,"KNMI260"
260,260,9,6,58,2020-02-11 05:00:00,"KNMI260"
260,250,8,6,59,2020-02-11 06:00:00,"KNMI260"
260,250,9,6.1,58,2020-02-11 07:00:00,"KNMI260"
260,260,7,6.2,58,2020-02-11 08:00:00,"KNMI260"
260,250,8,6.3,58,2020-02-11 09:00:00,"KNMI260"
260,260,9,6.7,56,2020-02-11 10:00:00,"KNMI260"
260,260,10,6.9,55,2020-02-11 11:00:00,"KNMI260"
260,260,9,6.8,54,2020-02-11 12:00:00,"KNMI260"
260,250,12,7.3,52,2020-02-11 13:00:00,"KNMI260"
260,250,9,6.9,54,2020-02-11 14:00:00,"KNMI260"
260,260,6,6.3,58,2020-02-11 15:00:00,"KNMI260"
260,260,6,6.6,51,2020-02-11 16:00:00,"KNMI260"
260,260,7,6.1,55,2020-02-11 17:00:00,"KNMI260"
260,260,6,6.3,54,2020-02-11 18:00:00,"KNMI260"
260,270,8,6.5,50,2020-02-11 19:00:00,"KNMI260"
260,270,7,6.2,53,2020-02-11 20:00:00,"KNMI260"
260,260,8,5.9,57,2020-02-11 21:00:00,"KNMI260"
260,260,7,6.2,54,2020-02-11 22:00:00,"KNMI260"
260,260,8,6.3,54,2020-02-11 23:00:00,"KNMI260"
260,250,8,6.1,58,2020-02-12 00:00:00,"KNMI260"
260,260,6,5.6,62,2020-02-12 01:00:00,"KNMI260"
260,260,8,5.5,60,2020-02-12 02:00:00,"KNMI260"
260,260,7,5.6,61,2020-02-12 03:00:00,"KNMI260"
260,260,7,5.4,62,2020-02-12 04:00:00,"KNMI260"
260,260,6,5.3,62,2020-02-12 05:00:00,"KNMI260"
260,250,6,5.2,64,2020-02-12 06:00:00,"KNMI260"
260,250,6,5.2,64,2020-02-12 07:00:00,"KNMI260"
260,250,6,5.3,64,2020-02-12 08:00:00,"KNMI260"
260,250,5,5.8,64,2020-02-12 09:00:00,"KNMI260"
260,250,7,6.1,61,2020-02-12 10:00:00,"KNMI260"
260,260,7,6.4,62,2020-02-12 11:00:00,"KNMI260"
260,260,7,6.6,61,2020-02-12 12:00:00,"KNMI260"
260,260,7,7.2,56,2020-02-12 13:00:00,"KNMI260"
260,260,7,7.3,57,2020-02-12 14:00:00,"KNMI260"
260,250,7,7,58,2020-02-12 15:00:00,"KNMI260"
260,260,6,6.1,64,2020-02-12 16:00:00,"KNMI260"
260,250,5,6,68,2020-02-12 17:00:00,"KNMI260"
260,250,4,5.7,65,2020-02-12 18:00:00,"KNMI260"
260,240,3,4.8,69,2020-02-12 19:00:00,"KNMI260"
260,230,3,4.5,70,2020-02-12 20:00:00,"KNMI260"
260,210,4,3.8,75,2020-02-12 21:00:00,"KNMI260"
260,220,4,3.6,81,2020-02-12 22:00:00,"KNMI260"
260,210,3,3.7,84,2020-02-12 23:00:00,"KNMI260"
260,200,4,3.9,83,2020-02-13 00:00:00,"KNMI260"
260,200,5,3.4,85,2020-02-13 01:00:00,"KNMI260"
260,180,4,3.7,83,2020-02-13 02:00:00,"KNMI260"
260,180,4,3.7,82,2020-02-13 03:00:00,"KNMI260"
260,160,4,3.1,84,2020-02-13 04:00:00,"KNMI260"
260,150,4,3.5,82,2020-02-13 05:00:00,"KNMI260"
260,160,4,4.3,81,2020-02-13 06:00:00,"KNMI260"
260,160,4,4.5,85,2020-02-13 07:00:00,"KNMI260"
260,160,7,4.4,88,2020-02-13 08:00:00,"KNMI260"
260,150,8,4.6,90,2020-02-13 09:00:00,"KNMI260"
260,160,7,4.9,89,2020-02-13 10:00:00,"KNMI260"
260,160,7,5.1,89,2020-02-13 11:00:00,"KNMI260"
260,210,4,5.9,90,2020-02-13 12:00:00,"KNMI260"
260,210,7,8.4,79,2020-02-13 13:00:00,"KNMI260"
260,200,5,8.5,78,2020-02-13 14:00:00,"KNMI260"
260,200,4,8.2,82,2020-02-13 15:00:00,"KNMI260"
260,180,1,7.2,91,2020-02-13 16:00:00,"KNMI260"
260,230,4,7.3,89,2020-02-13 17:00:00,"KNMI260"
260,230,3,6.9,91,2020-02-13 18:00:00,"KNMI260"
260,240,3,6.9,91,2020-02-13 19:00:00,"KNMI260"
260,260,3,6.9,91,2020-02-13 20:00:00,"KNMI260"
260,270,3,6.9,91,2020-02-13 21:00:00,"KNMI260"
260,270,2,6.7,91,2020-02-13 22:00:00,"KNMI260"
260,260,2,6,90,2020-02-13 23:00:00,"KNMI260"
260,260,4,6.6,86,2020-02-14 00:00:00,"KNMI260"
260,250,3,6.5,85,2020-02-14 01:00:00,"KNMI260"
260,250,3,6.2,91,2020-02-14 02:00:00,"KNMI260"
260,270,4,6.5,84,2020-02-14 03:00:00,"KNMI260"
260,270,3,5.8,90,2020-02-14 04:00:00,"KNMI260"
260,260,3,5.7,93,2020-02-14 05:00:00,"KNMI260"
260,280,4,6.4,91,2020-02-14 06:00:00,"KNMI260"
260,290,3,6.4,90,2020-02-14 07:00:00,"KNMI260"
260,270,3,6.5,83,2020-02-14 08:00:00,"KNMI260"
260,280,2,6.6,80,2020-02-14 09:00:00,"KNMI260"
260,290,3,6.9,72,2020-02-14 10:00:00,"KNMI260"
260,250,3,7.5,70,2020-02-14 11:00:00,"KNMI260"
260,250,4,7.8,68,2020-02-14 12:00:00,"KNMI260"
260,220,5,8.1,68,2020-02-14 13:00:00,"KNMI260"
260,220,5,8.1,68,2020-02-14 14:00:00,"KNMI260"
260,210,6,8.5,70,2020-02-14 15:00:00,"KNMI260"
260,200,4,8.4,71,2020-02-14 16:00:00,"KNMI260"
260,220,4,8.7,71,2020-02-14 17:00:00,"KNMI260"
260,200,4,8.2,73,2020-02-14 18:00:00,"KNMI260"
260,180,4,7.6,77,2020-02-14 19:00:00,"KNMI260"
260,180,5,7.5,78,2020-02-14 20:00:00,"KNMI260"
260,180,5,7.6,79,2020-02-14 21:00:00,"KNMI260"
260,190,4,7.8,79,2020-02-14 22:00:00,"KNMI260"
260,190,4,8,78,2020-02-14 23:00:00,"KNMI260"
260,190,5,7.7,79,2020-02-15 00:00:00,"KNMI260"
260,180,5,7.7,79,2020-02-15 01:00:00,"KNMI260"
260,180,6,7.7,80,2020-02-15 02:00:00,"KNMI260"
260,190,5,7.7,81,2020-02-15 03:00:00,"KNMI260"
260,190,5,7.8,81,2020-02-15 04:00:00,"KNMI260"
260,190,6,7.7,82,2020-02-15 05:00:00,"KNMI260"
260,200,5,8.3,81,2020-02-15 06:00:00,"KNMI260"
260,190,5,8.4,82,2020-02-15 07:00:00,"KNMI260"
260,190,5,9,82,2020-02-15 08:00:00,"KNMI260"
260,180,6,9.2,81,2020-02-15 09:00:00,"KNMI260"
260,190,5,9.8,80,2020-02-15 10:00:00,"KNMI260"
260,190,5,10.4,78,2020-02-15 11:00:00,"KNMI260"
260,190,7,10.8,77,2020-02-15 12:00:00,"KNMI260"
260,200,7,11.4,76,2020-02-15 13:00:00,"KNMI260"
260,190,7,12.2,74,2020-02-15 14:00:00,"KNMI260"
260,190,8,12.5,71,2020-02-15 15:00:00,"KNMI260"
260,200,7,12.6,70,2020-02-15 16:00:00,"KNMI260"
260,190,8,12.6,68,2020-02-15 17:00:00,"KNMI260"
260,190,8,12.1,70,2020-02-15 18:00:00,"KNMI260"
260,180,9,11.9,70,2020-02-15 19:00:00,"KNMI260"
260,190,10,12,69,2020-02-15 20:00:00,"KNMI260"
260,190,8,12.4,68,2020-02-15 21:00:00,"KNMI260"
260,200,10,12.8,66,2020-02-15 22:00:00,"KNMI260"
260,210,9,13.2,67,2020-02-15 23:00:00,"KNMI260"
260,210,11,13.3,69,2020-02-16 00:00:00,"KNMI260"
260,200,9,13.3,70,2020-02-16 01:00:00,"KNMI260"
260,200,9,13.5,70,2020-02-16 02:00:00,"KNMI260"
260,200,8,12.8,75,2020-02-16 03:00:00,"KNMI260"
260,200,8,12.4,80,2020-02-16 04:00:00,"KNMI260"
260,200,9,12.1,85,2020-02-16 05:00:00,"KNMI260"
260,200,9,12.4,85,2020-02-16 06:00:00,"KNMI260"
260,200,9,12.8,82,2020-02-16 07:00:00,"KNMI260"
260,200,11,12.8,85,2020-02-16 08:00:00,"KNMI260"
260,200,12,13.5,78,2020-02-16 09:00:00,"KNMI260"
260,200,10,13.1,81,2020-02-16 10:00:00,"KNMI260"
260,200,11,14.5,72,2020-02-16 11:00:00,"KNMI260"
260,210,12,15.1,69,2020-02-16 12:00:00,"KNMI260"
260,200,10,15,74,2020-02-16 13:00:00,"KNMI260"
260,200,10,15.5,72,2020-02-16 14:00:00,"KNMI260"
260,210,13,16.6,65,2020-02-16 15:00:00,"KNMI260"
260,210,14,15,78,2020-02-16 16:00:00,"KNMI260"
260,290,7,8.9,92,2020-02-16 17:00:00,"KNMI260"
260,260,6,8.3,89,2020-02-16 18:00:00,"KNMI260"
260,230,6,8.2,88,2020-02-16 19:00:00,"KNMI260"
260,230,8,8.8,81,2020-02-16 20:00:00,"KNMI260"
260,230,9,9,78,2020-02-16 21:00:00,"KNMI260"
260,220,8,9.2,78,2020-02-16 22:00:00,"KNMI260"
260,220,10,9.5,75,2020-02-16 23:00:00,"KNMI260"
260,230,9,9.1,68,2020-02-17 00:00:00,"KNMI260"
260,230,11,8.5,67,2020-02-17 01:00:00,"KNMI260"
260,230,8,7.9,70,2020-02-17 02:00:00,"KNMI260"
260,240,7,7.9,65,2020-02-17 03:00:00,"KNMI260"
260,230,6,7.4,63,2020-02-17 04:00:00,"KNMI260"
260,220,6,6.9,70,2020-02-17 05:00:00,"KNMI260"
260,210,6,6.9,70,2020-02-17 06:00:00,"KNMI260"
260,210,6,6.8,76,2020-02-17 07:00:00,"KNMI260"
260,210,8,7.2,75,2020-02-17 08:00:00,"KNMI260"
260,210,8,8.3,71,2020-02-17 09:00:00,"KNMI260"
260,220,8,9,65,2020-02-17 10:00:00,"KNMI260"
260,220,8,9.9,64,2020-02-17 11:00:00,"KNMI260"
260,220,9,9.8,65,2020-02-17 12:00:00,"KNMI260"
260,230,7,8.2,71,2020-02-17 13:00:00,"KNMI260"
260,230,9,9.1,65,2020-02-17 14:00:00,"KNMI260"
260,230,9,9,67,2020-02-17 15:00:00,"KNMI260"
