"station_number","date","NO2","pm25","pm10","NO","FN","CO","O3","C8H10","C7H8","C6H6","SO2","H2S"
"NL49553",2020-02-22 21:00:00,4.4,10.2,28.8,0,0.2,168.8,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-22 20:00:00,8.1,12.1,39.9,0.2,0.25,173.3,NA,NA,NA,NA,1,NA
"NL49553",2020-02-22 19:00:00,16.2,17.7,44.5,0.3,0.35,162.3,NA,NA,NA,NA,0.9,NA
"NL49553",2020-02-22 18:00:00,12.6,16.7,40.3,0.3,0.27,153.4,NA,NA,NA,NA,0.2,NA
"NL49553",2020-02-22 17:00:00,16.3,11.6,38.5,0.3,0.24,154.2,NA,NA,NA,NA,1,NA
"NL49553",2020-02-22 16:00:00,15.3,10.8,36.3,0.4,0.21,153.1,NA,NA,NA,NA,0.6,NA
"NL49553",2020-02-22 15:00:00,7,11.1,29.3,0.4,0.13,153.9,NA,NA,NA,NA,0.9,NA
"NL49553",2020-02-22 14:00:00,6.7,12.3,37.6,0.4,0.11,151.3,NA,NA,NA,NA,0.9,NA
"NL49553",2020-02-22 13:00:00,6.6,17.6,46.2,0.9,0.18,147.5,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-22 12:00:00,6.5,21.2,44.3,0.9,0.18,158.5,NA,NA,NA,NA,0.6,NA
"NL49553",2020-02-22 11:00:00,7.7,23.8,45.3,0.8,0.2,168.2,NA,NA,NA,NA,1.5,NA
"NL49553",2020-02-22 10:00:00,6.9,11.8,43.8,0.4,0.17,147.8,NA,NA,NA,NA,1.2,NA
"NL49553",2020-02-22 09:00:00,8,15.9,41.5,0.6,0.27,159.5,NA,NA,NA,NA,2.4,NA
"NL49553",2020-02-22 08:00:00,6.5,17.4,38.7,0.3,0.27,189.5,NA,NA,NA,NA,1.3,NA
"NL49553",2020-02-22 07:00:00,9.9,13.7,36.4,0.4,0.28,175.7,NA,NA,NA,NA,2.3,NA
"NL49553",2020-02-22 06:00:00,12,18.8,32.3,1,0.32,181.9,NA,NA,NA,NA,3.4,NA
"NL49553",2020-02-22 05:00:00,13.2,14.7,36.2,0.8,0.33,173.3,NA,NA,NA,NA,2.7,NA
"NL49553",2020-02-22 04:00:00,7,16.8,41.5,0.1,0.21,152.2,NA,NA,NA,NA,1,NA
"NL49553",2020-02-22 03:00:00,6.5,14.6,38.7,0.1,0.17,155.3,NA,NA,NA,NA,1.6,NA
"NL49553",2020-02-22 02:00:00,5.4,18.9,40.5,-0.1,0.15,149.1,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-22 01:00:00,4.3,14.5,38.2,0.2,0.15,142.4,NA,NA,NA,NA,1.2,1
"NL49553",2020-02-22 00:00:00,7.1,15.6,38.6,0.2,0.16,142.6,NA,NA,NA,NA,2.4,1
"NL49553",2020-02-21 23:00:00,19.5,18.7,46.8,1.1,0.41,192.3,NA,NA,NA,NA,6.6,2.8
"NL49553",2020-02-21 22:00:00,18.6,16.7,41.8,1,0.25,184.9,NA,NA,NA,NA,3.9,1.4
"NL49553",2020-02-21 21:00:00,23.2,16.1,38.4,1.7,0.39,184.9,NA,NA,NA,NA,4,1.1
"NL49553",2020-02-21 20:00:00,18.2,17.1,30.5,1.2,0.37,174.4,NA,NA,NA,NA,2,1
"NL49553",2020-02-21 19:00:00,19.3,12.9,38.1,1.2,0.37,165.9,NA,NA,NA,NA,2.1,0.8
"NL49553",2020-02-21 18:00:00,11.3,14.7,30.5,0.5,0.26,159.4,NA,NA,NA,NA,2.3,0.9
"NL49553",2020-02-21 17:00:00,28.4,13,35.6,2.5,0.58,180.1,NA,NA,NA,NA,2.6,1.1
"NL49553",2020-02-21 16:00:00,21.3,12.9,33.2,2,0.46,168,NA,NA,NA,NA,1.2,0.8
"NL49553",2020-02-21 15:00:00,8.6,11.7,31,1,0.16,154.9,NA,NA,NA,NA,0.7,0.7
"NL49553",2020-02-21 14:00:00,6.6,8.7,35.6,1,0.12,152.7,NA,NA,NA,NA,0.6,0.6
"NL49553",2020-02-21 13:00:00,6.5,10,39.2,1,0.15,147.4,NA,NA,NA,NA,0.1,0.8
"NL49553",2020-02-21 12:00:00,5.7,12.1,39.1,0.9,0.15,160.4,NA,NA,NA,NA,0.3,0.8
"NL49553",2020-02-21 11:00:00,4.4,11.6,40.9,0.7,0.11,151.2,NA,NA,NA,NA,1,0.6
"NL49553",2020-02-21 10:00:00,6.2,10.3,48.7,1.3,0.15,148.8,NA,NA,NA,NA,1.2,0.5
"NL49553",2020-02-21 09:00:00,4.7,9.3,39.3,0.9,0.17,185.3,NA,NA,NA,NA,1,0.7
"NL49553",2020-02-21 08:00:00,6.7,10.6,35.1,1,0.27,177.6,NA,NA,NA,NA,1,0.8
"NL49553",2020-02-21 07:00:00,5.2,9.9,32.8,0.4,0.19,171.2,NA,NA,NA,NA,0.9,0.7
"NL49553",2020-02-21 06:00:00,3.8,8.3,33.2,0.3,0.13,166.5,NA,NA,NA,NA,1.3,0.6
"NL49553",2020-02-21 05:00:00,5.4,9.5,34.9,0.2,0.14,163.2,NA,NA,NA,NA,1.8,0.5
"NL49553",2020-02-21 04:00:00,4.8,8.9,28,0.3,0.14,162.7,NA,NA,NA,NA,1.1,0.4
"NL49553",2020-02-21 03:00:00,3.2,9,27.7,0.3,0.13,159.5,NA,NA,NA,NA,1,0.4
"NL49553",2020-02-21 02:00:00,2.7,7.2,26.6,0.1,0.15,154.6,NA,NA,NA,NA,1.9,0.2
"NL49553",2020-02-21 01:00:00,3.7,7,28.3,0.3,0.17,163.6,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-21 00:00:00,3,8,28.1,0.2,0.2,161.4,NA,NA,NA,NA,1.2,0.4
"NL49553",2020-02-20 23:00:00,3.2,6.7,26.7,0.1,0.18,156.3,NA,NA,NA,NA,1.9,0.3
"NL49553",2020-02-20 22:00:00,4.4,5.6,23.5,0.1,0.24,170.5,NA,NA,NA,NA,1.8,0.6
"NL49553",2020-02-20 21:00:00,2.8,5.4,22.2,0.2,0.13,174.7,NA,NA,NA,NA,1.3,0.7
"NL49553",2020-02-20 20:00:00,5.2,3.9,17.1,0.1,0.06,186,NA,NA,NA,NA,2,0.4
"NL49553",2020-02-20 19:00:00,2.3,2.4,15.3,0.2,0.03,166.6,NA,NA,NA,NA,1.5,0.7
"NL49553",2020-02-20 18:00:00,8,7.1,14.2,0.3,0.11,201.2,NA,NA,NA,NA,4.4,1
"NL49553",2020-02-20 17:00:00,23.9,11.3,20.3,2.1,0.83,383.5,NA,NA,NA,NA,14,4
"NL49553",2020-02-20 16:00:00,24.5,10.7,21.6,2.4,0.95,488.8,NA,NA,NA,NA,15.5,5.2
"NL49553",2020-02-20 15:00:00,25.2,10,29,2.7,0.99,599.4,NA,NA,NA,NA,30.2,5
"NL49553",2020-02-20 14:00:00,24,11.9,21.1,3.7,0.84,697.2,NA,NA,NA,NA,27.9,4.8
"NL49553",2020-02-20 13:00:00,19,12.9,21.9,2.8,0.89,446.5,NA,NA,NA,NA,25.3,5.2
"NL49553",2020-02-20 12:00:00,19.9,12.3,23.7,3.4,0.86,243.2,NA,NA,NA,NA,25.6,6.5
"NL49553",2020-02-20 11:00:00,25.1,18.5,23.5,4.3,0.9,369.3,NA,NA,NA,NA,33.2,6.6
"NL49553",2020-02-20 10:00:00,25.5,9.7,21.8,3.7,0.82,267.9,NA,NA,NA,NA,30.1,4.1
"NL49553",2020-02-20 09:00:00,23.2,8.9,23.1,2.7,0.93,235.9,NA,NA,NA,NA,19.6,7.3
"NL49553",2020-02-20 08:00:00,23.4,12.5,25.5,2.4,1.04,243.3,NA,NA,NA,NA,19,9.5
"NL49553",2020-02-20 07:00:00,18.6,11.3,27,1.8,1.06,221.3,NA,NA,NA,NA,20,7
"NL49553",2020-02-20 06:00:00,10.7,10.4,32,0.6,0.72,203.3,NA,NA,NA,NA,6.8,1.8
"NL49553",2020-02-20 05:00:00,9.4,11.1,24.7,0.4,0.4,198.5,NA,NA,NA,NA,7.8,2.1
"NL49553",2020-02-20 04:00:00,8,10.7,21.1,0.4,0.35,200.6,NA,NA,NA,NA,5.1,1.4
"NL49553",2020-02-20 03:00:00,10.4,9.8,29.7,0.3,0.49,208.8,NA,NA,NA,NA,5.1,1.9
"NL49553",2020-02-20 02:00:00,12.3,7.5,26.1,0.5,0.56,208.1,NA,NA,NA,NA,6.8,3.5
"NL49553",2020-02-20 01:00:00,21.9,7.8,29.2,2.2,0.88,238.9,NA,NA,NA,NA,9.9,6.4
"NL49553",2020-02-20 00:00:00,44.8,21.4,32.6,18.4,1.09,568.9,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-19 23:00:00,47,18.6,35.2,23.6,1.05,687.6,NA,NA,NA,NA,21.4,6.6
"NL49553",2020-02-19 22:00:00,70.9,21.2,44.3,51.9,1.24,1132.1,NA,NA,NA,NA,24.4,5.5
"NL49553",2020-02-19 21:00:00,36.6,11.1,36.1,18,1.09,272.9,NA,NA,NA,NA,8.6,5.3
"NL49553",2020-02-19 20:00:00,11.2,9.3,24,0.4,0.46,203.3,NA,NA,NA,NA,1.6,0.5
"NL49553",2020-02-19 19:00:00,13.5,9.1,35.1,0.2,0.37,215.8,NA,NA,NA,NA,1.7,0.3
"NL49553",2020-02-19 18:00:00,15.5,8.3,33,0.6,0.36,213.7,NA,NA,NA,NA,1.5,0.6
"NL49553",2020-02-19 17:00:00,12.2,7.5,31.6,0.8,0.41,209.9,NA,NA,NA,NA,0.3,0.8
"NL49553",2020-02-19 16:00:00,8.9,8,36.8,1.1,0.31,197.7,NA,NA,NA,NA,1.3,0.5
"NL49553",2020-02-19 15:00:00,5.8,11.2,38.7,1,0.19,208.9,NA,NA,NA,NA,1.3,0.7
"NL49553",2020-02-19 14:00:00,4.7,12.4,38.3,0.6,0.17,189.5,NA,NA,NA,NA,0.7,0.6
"NL49553",2020-02-19 13:00:00,3.8,11.2,33.1,0.8,0.18,194.6,NA,NA,NA,NA,1,0.9
"NL49553",2020-02-19 12:00:00,4,12.3,34.5,0.6,0.19,201.9,NA,NA,NA,NA,1.3,0.6
"NL49553",2020-02-19 11:00:00,NA,11.2,34.2,NA,0.21,189.6,NA,NA,NA,NA,0.7,0.5
"NL49553",2020-02-19 10:00:00,NA,10.1,35.1,NA,0.15,194.5,NA,NA,NA,NA,1.1,0.3
"NL49553",2020-02-19 09:00:00,NA,12,32.7,NA,0.16,201.9,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-19 08:00:00,NA,10.2,31.9,NA,0.14,197.3,NA,NA,NA,NA,0.6,0.6
"NL49553",2020-02-19 07:00:00,NA,8.3,29,NA,0.13,191.3,NA,NA,NA,NA,0.2,0.7
"NL49553",2020-02-19 06:00:00,NA,8.2,28.5,NA,0.13,194.9,NA,NA,NA,NA,0.8,0.9
"NL49553",2020-02-19 05:00:00,NA,8,25.5,NA,0.14,192.9,NA,NA,NA,NA,0.5,0.6
"NL49553",2020-02-19 04:00:00,NA,6.5,24,NA,0.18,192,NA,NA,NA,NA,1.1,0.4
"NL49553",2020-02-19 03:00:00,NA,5.1,20.5,NA,0.11,193,NA,NA,NA,NA,1,0.5
"NL49553",2020-02-19 02:00:00,NA,6.4,20.9,NA,0.14,189.1,NA,NA,NA,NA,1,0.6
"NL49553",2020-02-19 01:00:00,NA,5.9,23.5,NA,0.14,186.5,NA,NA,NA,NA,0.9,0.5
"NL49553",2020-02-19 00:00:00,NA,7.6,19.3,NA,0.12,191.1,NA,NA,NA,NA,1.1,0.6
"NL49553",2020-02-18 23:00:00,NA,12.6,28.3,NA,0.11,188.3,NA,NA,NA,NA,1.2,0.8
"NL49553",2020-02-18 22:00:00,NA,13.4,25.3,NA,0.21,207.8,NA,NA,NA,NA,1.6,0.6
"NL49553",2020-02-18 21:00:00,NA,12.8,32.6,NA,0.27,184.1,NA,NA,NA,NA,1.6,0.6
"NL49553",2020-02-18 20:00:00,NA,12.7,36.5,NA,0.27,178.6,NA,NA,NA,NA,2.1,0.4
"NL49553",2020-02-18 19:00:00,NA,13,39.5,NA,0.32,161.7,NA,NA,NA,NA,1.1,0.9
"NL49553",2020-02-18 18:00:00,NA,14.6,36.7,NA,0.22,159.8,NA,NA,NA,NA,2.5,0.5
"NL49553",2020-02-18 17:00:00,NA,13.8,39.4,NA,0.29,156.1,NA,NA,NA,NA,1.7,0.7
"NL49553",2020-02-18 16:00:00,NA,11.7,34.1,NA,0.3,158.1,NA,NA,NA,NA,1.1,1.1
"NL49553",2020-02-18 15:00:00,NA,10.2,34.7,NA,0.22,147.5,NA,NA,NA,NA,2.5,0.5
"NL49553",2020-02-18 14:00:00,NA,9.5,31.4,-4.5,0.13,165.9,NA,NA,NA,NA,1,0.4
"NL49553",2020-02-18 13:00:00,NA,9.2,34.1,NA,0.14,151.1,NA,NA,NA,NA,0.2,0.7
"NL49553",2020-02-18 12:00:00,NA,10.5,36.5,NA,0.12,138.8,NA,NA,NA,NA,0.8,0.4
"NL49553",2020-02-18 11:00:00,NA,11.3,38.7,NA,0.14,150.9,NA,NA,NA,NA,1.4,0.4
"NL49553",2020-02-18 10:00:00,NA,8.4,33.8,NA,0.13,170.3,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-18 09:00:00,NA,6.7,33.7,-0.3,0.12,183.8,NA,NA,NA,NA,0.9,0.3
"NL49553",2020-02-18 08:00:00,NA,7.6,37.4,-0.3,0.16,191.3,NA,NA,NA,NA,0.9,0.7
"NL49553",2020-02-18 07:00:00,NA,8,31.3,-0.4,0.17,197.1,NA,NA,NA,NA,1.1,0.6
"NL49573",2020-02-10 00:00:00,NA,26.8,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 23:00:00,NA,24.6,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 22:00:00,NA,18.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 21:00:00,NA,16.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 20:00:00,NA,24.6,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 19:00:00,NA,14.5,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 18:00:00,NA,8.8,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 17:00:00,NA,8.5,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 16:00:00,NA,14.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 15:00:00,NA,17.4,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 14:00:00,NA,21.5,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 13:00:00,NA,18.9,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 12:00:00,NA,11.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 11:00:00,NA,10.9,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 10:00:00,NA,9.9,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 09:00:00,NA,11.2,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 08:00:00,NA,10.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 07:00:00,NA,7.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 06:00:00,NA,7.8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 05:00:00,NA,9,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 04:00:00,NA,10.3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 03:00:00,NA,10.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 02:00:00,NA,11.7,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 01:00:00,NA,12.3,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-09 00:00:00,NA,10.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 23:00:00,NA,10.2,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 22:00:00,NA,10,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 21:00:00,NA,9.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 20:00:00,NA,10.9,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 19:00:00,NA,11.6,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 18:00:00,NA,8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 17:00:00,NA,7.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 16:00:00,NA,9.2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 15:00:00,NA,10.5,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 14:00:00,NA,13.8,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 13:00:00,NA,15,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 12:00:00,NA,18.1,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 11:00:00,NA,21.3,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 10:00:00,NA,17.4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 09:00:00,NA,21.4,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 08:00:00,NA,17,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 07:00:00,NA,17.1,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 06:00:00,NA,23.4,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 05:00:00,NA,26.9,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 04:00:00,NA,21.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 03:00:00,NA,18.1,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 02:00:00,NA,17.7,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 01:00:00,NA,19.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-08 00:00:00,NA,21.1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 23:00:00,NA,12.8,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 22:00:00,NA,18.1,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 21:00:00,NA,17.2,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 20:00:00,NA,18.2,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 19:00:00,NA,20.4,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 18:00:00,NA,18.7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 17:00:00,NA,18.5,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 16:00:00,NA,20.8,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 15:00:00,NA,24.7,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 14:00:00,NA,27.7,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 13:00:00,NA,33.4,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 12:00:00,NA,32.9,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 11:00:00,NA,29.7,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 10:00:00,NA,33.2,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 09:00:00,NA,37.3,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 08:00:00,NA,37,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 07:00:00,NA,29.1,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 06:00:00,NA,24,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 05:00:00,NA,19.5,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 04:00:00,NA,26.7,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 03:00:00,NA,36,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 02:00:00,NA,37.5,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 01:00:00,NA,20.8,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-07 00:00:00,NA,17.2,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 23:00:00,NA,9.8,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 22:00:00,NA,16,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 21:00:00,NA,5.6,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 20:00:00,NA,6.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 19:00:00,NA,9.7,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 18:00:00,NA,12.2,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 17:00:00,NA,14,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 16:00:00,NA,14.8,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 15:00:00,NA,18.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 14:00:00,NA,16.5,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 13:00:00,NA,17.4,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 12:00:00,NA,24.7,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 11:00:00,NA,7.9,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 10:00:00,NA,17.9,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 09:00:00,NA,11.3,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 08:00:00,NA,12.1,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 07:00:00,NA,16.6,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 06:00:00,NA,10.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 05:00:00,NA,12,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 04:00:00,NA,10.3,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 03:00:00,NA,7.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 02:00:00,NA,3.7,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 01:00:00,NA,3.6,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-06 00:00:00,NA,5,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 23:00:00,NA,4.8,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 22:00:00,NA,4.4,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 21:00:00,NA,4.2,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 20:00:00,NA,5.3,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 19:00:00,NA,6.9,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 18:00:00,NA,7.7,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 17:00:00,NA,5.3,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 16:00:00,NA,4.2,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 15:00:00,NA,8.6,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 14:00:00,NA,12.7,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 13:00:00,NA,14.6,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 12:00:00,NA,13.5,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 11:00:00,NA,9.8,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 10:00:00,NA,9.8,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 09:00:00,NA,11,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 08:00:00,NA,10.4,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 07:00:00,NA,20.3,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 06:00:00,NA,4.8,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 05:00:00,NA,7.7,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 04:00:00,NA,10.1,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 03:00:00,NA,6.8,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 02:00:00,NA,6.2,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 01:00:00,NA,9,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-05 00:00:00,NA,8.8,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-04 23:00:00,NA,7.8,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-04 22:00:00,NA,10.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-04 21:00:00,NA,9.9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-04 20:00:00,NA,9.9,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49573",2020-02-04 19:00:00,NA,10.2,92.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
